Log,mixer_temperature_outlet,ac_flowrate,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_torque_M2,cp_pressure,mixer_speed_M1,mixer_motor_temperature_M1,cp_flowrate,mixer_speed_M2,mixer_motor_temperature_M2,mixer_torque_M1,Time
834,26.5,199.0,25.0,22.9,0.28,3.512,0.725,120.088,24.8,3.0,120.088,28.8,3.889,11:05:16.855
835,24.4,199.0,23.5,22.9,0.323,2.681,0.73,120.048,25.2,3.0,120.048,28.8,3.512,11:05:18.021
836,24.4,199.0,23.6,24.3,0.255,3.361,0.681,119.936,25.4,3.0,119.936,28.6,2.643,11:05:19.170
837,24.4,199.0,23.6,22.9,0.305,2.945,0.715,120.067,25.7,3.0,120.067,28.8,2.681,11:05:20.342
838,24.4,199.0,23.6,22.9,0.256,3.587,0.735,119.766,25.7,3.0,119.766,29.1,3.663,11:05:21.493
839,26.5,199.0,25.0,22.9,0.278,2.87,0.681,120.815,25.4,3.0,120.815,28.8,2.341,11:05:22.648
840,26.5,199.0,23.6,22.9,0.281,3.852,0.75,120.634,25.9,3.0,120.634,28.8,2.454,11:05:23.802
841,24.4,199.0,23.6,24.3,0.284,2.87,0.707,119.877,25.4,3.0,119.877,28.8,2.908,11:05:24.966
842,24.4,199.0,23.6,24.3,0.309,3.096,0.734,120.068,25.4,3.0,120.068,28.8,3.172,11:05:26.117
843,24.4,199.0,23.6,22.9,0.273,2.945,0.754,120.643,25.4,3.0,120.643,28.6,3.285,11:05:27.269
844,26.5,199.0,23.6,22.9,0.284,3.738,0.721,119.641,25.2,3.0,119.641,29.1,3.474,11:05:28.453
845,24.4,199.0,23.6,22.9,0.295,3.549,0.678,119.603,25.9,3.0,119.603,28.8,2.492,11:05:29.605
846,24.4,199.0,23.5,24.3,0.27,3.814,0.739,119.175,25.9,3.0,119.175,28.8,3.663,11:05:30.751
847,24.4,199.0,23.5,24.3,0.293,3.285,0.678,119.74,25.2,3.0,119.925,28.8,2.681,11:05:31.909
848,24.4,199.0,23.5,22.9,0.291,2.643,0.731,120.254,25.4,3.0,120.254,28.6,2.983,11:05:33.077
849,26.5,199.0,23.6,22.9,0.278,3.776,0.739,119.891,25.9,3.0,119.891,29.3,2.794,11:05:34.241
850,26.5,199.0,23.6,22.9,0.281,3.512,0.693,119.969,25.4,3.0,119.969,28.8,3.323,11:05:35.389
851,24.4,199.0,23.5,24.3,0.276,2.643,0.751,119.868,25.4,3.0,119.868,29.1,2.832,11:05:36.552
852,24.4,199.0,23.5,22.9,0.266,2.756,0.703,119.809,25.2,3.0,119.809,29.1,2.908,11:05:37.718
853,24.4,199.0,23.5,22.9,0.291,3.398,0.726,119.879,26.3,3.0,119.879,28.8,2.19,11:05:38.866
854,26.5,199.0,23.5,22.9,0.294,2.417,0.736,120.305,26.6,3.0,120.305,29.3,2.681,11:05:40.037
855,24.4,199.0,23.6,22.9,0.273,3.361,0.724,119.077,25.7,3.0,119.077,29.1,3.889,11:05:41.189
856,24.4,199.0,23.6,24.3,0.288,3.096,0.724,120.056,26.1,3.0,120.056,29.1,3.021,11:05:42.347
857,24.4,199.0,23.5,22.9,0.304,2.643,0.717,118.973,25.2,3.0,118.973,28.8,4.116,11:05:43.515
858,24.4,199.0,23.5,22.9,0.276,2.794,0.691,119.662,25.7,3.0,119.662,28.8,3.059,11:05:44.699
859,24.4,199.0,23.6,24.3,0.284,3.021,0.741,119.913,25.7,3.0,119.913,29.3,2.719,11:05:45.855
860,26.5,199.0,25.0,22.9,0.288,2.266,0.751,120.378,25.7,3.0,120.378,29.3,3.852,11:05:47.019
861,26.5,199.0,25.0,22.9,0.294,3.361,0.684,119.897,25.4,3.0,119.897,29.1,2.492,11:05:48.188
862,24.4,199.0,23.5,24.3,0.278,3.625,0.754,119.853,25.4,3.0,119.853,28.8,3.398,11:05:49.370
863,24.4,199.0,23.5,22.9,0.303,3.059,0.686,119.82,26.6,3.0,119.82,29.1,3.398,11:05:50.521
864,26.5,199.0,25.0,22.9,0.295,3.436,0.703,119.689,25.2,3.0,119.689,29.1,3.134,11:05:51.691
865,24.4,199.0,23.5,22.9,0.261,3.059,0.729,119.68,26.3,3.0,119.68,29.3,3.323,11:05:52.842
866,24.4,199.0,23.5,24.3,0.283,2.756,0.726,118.754,26.6,3.0,118.754,28.8,4.947,11:05:54.011
867,24.4,199.0,23.5,22.9,0.266,3.059,0.714,119.797,25.9,3.0,119.797,28.6,3.21,11:05:55.173
868,26.5,199.0,25.0,22.9,0.299,2.756,0.717,120.594,25.7,3.0,120.594,29.1,2.832,11:05:56.340
869,24.4,199.0,23.5,22.9,0.271,3.21,0.681,119.874,25.9,3.0,119.874,29.3,3.549,11:05:57.515
870,24.5,199.0,23.5,22.9,0.286,3.247,0.731,119.641,25.9,3.0,119.641,28.8,3.663,11:05:58.684
871,26.5,199.0,25.0,22.9,0.286,3.021,0.726,119.984,26.1,3.0,119.984,29.3,3.021,11:05:59.847
872,24.4,199.0,25.0,22.9,0.283,3.361,0.673,119.856,26.1,3.0,119.856,29.1,3.285,11:06:01.001
873,24.5,199.0,23.5,22.9,0.24,3.323,0.746,120.094,25.7,3.0,120.094,28.8,2.908,11:06:02.166
874,26.5,199.0,25.0,22.9,0.288,3.096,0.712,119.386,26.3,3.0,119.386,29.1,3.587,11:06:03.349
875,24.5,199.0,25.0,22.9,0.31,3.398,0.721,119.545,25.9,3.0,119.545,28.8,3.889,11:06:04.518
876,24.5,199.0,23.5,24.3,0.28,3.436,0.767,120.022,25.9,3.0,120.022,29.5,2.152,11:06:05.680
877,24.5,199.0,23.5,22.9,0.269,2.832,0.707,119.585,25.9,3.0,119.585,28.8,3.134,11:06:06.843
878,26.6,199.0,23.5,22.9,0.289,3.512,0.748,119.631,25.9,3.0,119.631,28.8,3.587,11:06:07.990
879,26.6,199.0,25.0,22.9,0.276,4.191,0.735,119.66,25.9,3.0,119.66,29.1,2.908,11:06:09.155
880,24.5,199.0,23.5,22.9,0.276,3.323,0.682,119.959,25.4,3.0,119.959,29.1,3.021,11:06:10.325
881,24.5,199.0,23.5,24.3,0.281,2.756,0.746,119.611,25.4,3.0,119.611,29.3,2.832,11:06:11.476
882,24.5,199.0,23.5,24.3,0.295,2.832,0.731,120.604,26.1,3.0,120.604,28.8,2.454,11:06:12.626
883,24.5,199.0,23.5,24.3,0.283,3.738,0.656,120.612,27.0,3.0,120.612,29.1,3.096,11:06:13.775
884,26.6,199.0,23.5,22.9,0.321,3.474,0.739,120.361,25.9,3.0,120.361,29.3,2.568,11:06:14.928
885,24.5,199.0,23.5,22.9,0.288,2.719,0.714,119.947,26.3,3.0,119.947,29.3,2.719,11:06:16.098
886,24.5,199.0,23.5,22.9,0.275,3.436,0.709,119.561,25.2,3.0,119.561,29.3,2.945,11:06:17.247
887,24.5,199.0,23.5,24.3,0.278,3.738,0.748,120.098,25.4,3.0,120.098,29.3,3.285,11:06:18.399
888,24.5,199.0,23.5,24.3,0.273,2.756,0.746,120.004,25.7,3.0,120.004,29.1,2.983,11:06:19.565
889,26.6,199.0,23.5,22.9,0.28,2.832,0.709,119.909,25.7,3.0,119.909,29.1,3.172,11:06:20.712
890,26.6,199.0,23.5,22.9,0.289,3.738,0.691,119.991,25.9,3.0,119.991,29.1,2.454,11:06:21.866
891,24.5,199.0,23.5,22.9,0.278,2.643,0.701,120.195,25.4,3.0,120.195,29.3,3.285,11:06:23.036
892,24.5,199.0,23.5,24.3,0.286,3.21,0.73,120.06,25.9,3.0,120.06,28.8,2.681,11:06:24.190
893,24.5,199.0,23.5,24.3,0.273,2.756,0.745,119.746,26.3,3.0,119.746,29.1,3.285,11:06:25.341
894,26.6,199.0,23.5,22.9,0.303,2.908,0.712,119.148,26.3,3.0,119.148,29.5,3.625,11:06:26.495
895,26.6,199.0,23.5,22.9,0.275,4.04,0.735,120.271,25.4,3.0,120.271,28.8,3.285,11:06:27.643
896,24.5,199.0,25.0,22.9,0.291,3.663,0.678,120.215,25.9,3.0,120.215,29.5,2.832,11:06:28.813
897,24.5,199.0,23.5,22.9,0.304,3.814,0.656,119.856,27.0,3.0,119.856,28.8,3.21,11:06:29.966
898,24.5,199.0,23.5,24.3,0.308,3.587,0.748,120.316,25.7,3.0,120.316,29.3,3.172,11:06:31.131
899,26.5,199.0,23.5,22.9,0.284,2.832,0.719,120.214,25.4,3.0,120.214,30.0,3.285,11:06:32.301
900,24.5,199.0,23.5,22.9,0.291,3.436,0.696,119.734,25.4,3.0,119.734,29.3,2.492,11:06:33.471
901,24.5,199.0,23.5,24.3,0.281,3.549,0.741,119.714,25.4,3.0,119.714,29.3,3.738,11:06:34.621
902,24.4,199.0,23.5,24.3,0.276,3.21,0.706,120.215,26.3,3.0,120.215,29.3,3.285,11:06:35.785
903,26.5,199.0,23.5,22.9,0.254,3.512,0.745,119.978,26.1,3.0,119.978,28.8,3.361,11:06:36.955
904,24.4,199.0,25.0,22.9,0.286,2.87,0.75,120.345,25.9,3.0,120.345,29.5,2.794,11:06:38.100
905,24.4,199.0,23.5,22.9,0.289,3.134,0.684,120.664,25.9,3.0,120.664,29.3,3.059,11:06:39.272
906,26.5,199.0,23.5,22.9,0.288,3.927,0.721,119.83,26.1,3.0,119.83,29.3,3.814,11:06:40.458
907,24.4,199.0,25.0,22.9,0.284,3.172,0.735,119.937,26.8,3.0,119.937,29.3,2.454,11:06:41.610
908,24.4,199.0,23.5,22.9,0.316,2.719,0.678,120.254,25.9,3.0,120.254,29.5,2.568,11:06:42.780
909,24.4,199.0,23.5,22.9,0.291,3.134,0.762,119.96,26.3,3.0,119.96,29.3,2.605,11:06:43.929
910,26.5,199.0,23.5,24.3,0.271,2.756,0.748,119.381,26.6,3.0,119.381,29.1,3.398,11:06:45.095
911,24.5,199.0,25.0,22.9,0.275,3.247,0.686,118.15,25.9,3.0,118.15,29.3,3.927,11:06:46.266
912,24.4,199.0,23.5,22.9,0.281,3.285,0.739,119.96,25.9,3.0,119.96,30.0,2.492,11:06:47.433
913,24.4,199.0,23.5,22.9,0.283,3.549,0.676,119.847,26.6,3.0,119.847,29.5,2.492,11:06:48.619
914,24.5,199.0,25.0,22.9,0.288,3.21,0.72,119.043,25.9,3.0,119.043,29.3,4.758,11:06:49.774
915,24.5,199.0,25.0,22.9,0.303,3.134,0.759,120.152,25.4,3.0,120.152,29.3,2.945,11:06:50.927
916,24.4,199.0,23.5,22.9,0.273,2.266,0.719,119.673,26.3,3.0,119.673,29.1,4.078,11:06:52.093
917,24.5,199.0,23.5,24.3,0.283,3.738,0.735,119.86,25.9,3.0,119.86,29.5,2.983,11:06:53.245
918,26.5,199.0,23.5,22.9,0.275,3.285,0.753,120.075,26.3,3.0,120.075,29.1,2.417,11:06:54.403
919,24.5,199.0,23.5,22.9,0.281,2.53,0.693,120.416,26.1,3.0,120.416,29.8,3.021,11:06:55.578
920,24.5,199.0,23.5,22.8,0.291,3.21,0.721,119.728,25.7,3.0,119.728,29.3,2.719,11:06:56.733
921,24.5,199.0,23.5,22.9,0.293,3.436,0.719,120.369,26.6,3.0,120.369,29.8,3.436,11:06:57.885
922,26.5,199.0,23.5,22.9,0.264,2.832,0.709,120.273,25.9,3.0,120.273,29.3,2.53,11:06:59.055
923,24.5,199.0,23.5,22.9,0.265,4.116,0.773,119.653,26.1,3.0,119.653,29.5,2.794,11:07:00.238
924,24.5,199.0,23.5,22.9,0.288,4.04,0.71,120.555,26.6,3.0,120.555,29.3,3.436,11:07:01.388
925,26.6,199.0,23.5,22.9,0.291,2.945,0.748,120.635,25.9,3.0,120.635,28.8,2.908,11:07:02.559
926,24.5,199.0,25.0,22.8,0.278,3.965,0.746,119.515,26.6,3.0,119.515,29.1,3.21,11:07:03.742
927,26.6,199.0,23.5,24.3,0.289,3.776,0.71,119.946,26.3,3.0,119.946,29.8,2.379,11:07:04.924
928,24.5,199.0,25.0,22.9,0.276,2.454,0.735,119.636,25.4,3.0,119.636,29.3,2.756,11:07:06.097
929,24.5,199.0,23.5,22.9,0.283,3.323,0.721,119.367,26.3,3.0,119.367,28.8,4.342,11:07:07.268
930,26.6,199.0,23.5,22.9,0.291,4.078,0.649,119.972,26.6,3.0,119.972,29.3,2.643,11:07:08.444
931,24.5,199.0,25.0,22.9,0.266,2.832,0.769,119.792,25.9,3.0,119.792,29.5,2.341,11:07:09.612
932,24.5,199.0,25.0,22.9,0.284,3.21,0.739,118.92,26.6,3.0,118.92,29.3,3.776,11:07:10.767
933,26.6,199.0,23.5,24.3,0.28,3.625,0.703,120.061,25.9,3.0,120.061,30.0,2.53,11:07:11.929
934,24.5,199.0,23.5,22.9,0.289,2.53,0.754,120.042,25.9,3.0,120.042,29.5,2.568,11:07:13.099
935,24.5,199.0,25.0,22.9,0.289,3.776,0.688,119.604,26.1,3.0,119.604,29.8,3.7,11:07:14.258
936,24.5,199.0,23.5,22.9,0.283,3.663,0.75,119.83,25.9,3.0,119.83,30.0,3.323,11:07:15.424
937,26.6,199.0,23.5,24.3,0.281,2.417,0.763,119.931,25.9,3.0,119.931,29.3,2.832,11:07:16.577
938,26.6,199.0,23.5,24.3,0.26,3.134,0.73,119.693,26.6,3.0,119.693,29.1,2.19,11:07:17.731
939,24.5,199.0,23.5,22.9,0.304,3.059,0.724,119.97,26.6,3.0,119.97,29.1,2.681,11:07:18.894
940,24.5,199.0,25.0,22.8,0.271,3.21,0.736,120.092,26.3,3.0,120.092,29.5,3.172,11:07:20.064
941,24.5,199.0,23.5,24.3,0.276,4.342,0.684,119.566,27.0,3.0,119.566,29.8,3.738,11:07:21.251
942,24.5,199.0,23.5,22.9,0.284,3.21,0.717,120.014,25.9,3.0,120.014,29.8,2.605,11:07:22.416
943,24.5,199.0,23.5,22.9,0.294,2.341,0.726,120.242,25.9,3.0,120.242,29.5,3.398,11:07:23.582
944,26.6,199.0,23.5,24.3,0.283,3.361,0.703,119.603,27.0,3.0,119.603,29.5,3.21,11:07:24.752
945,24.5,199.0,23.5,22.8,0.26,3.776,0.774,119.92,25.9,3.0,119.92,30.0,2.756,11:07:25.925
946,26.6,199.0,23.5,24.3,0.304,3.247,0.679,120.653,26.6,3.0,120.653,29.3,1.926,11:07:27.109
947,24.5,199.0,23.5,24.3,0.293,3.172,0.75,120.047,26.6,3.0,120.047,29.5,2.756,11:07:28.268
948,24.5,199.0,25.0,22.9,0.273,3.852,0.746,120.008,26.6,3.0,120.008,29.3,2.794,11:07:29.439
949,26.6,199.0,23.5,24.3,0.275,3.172,0.71,119.921,26.3,3.0,119.921,29.5,2.643,11:07:30.625
950,26.6,199.0,23.5,24.3,0.286,2.794,0.72,120.399,26.6,3.0,120.399,29.3,3.21,11:07:31.773
951,24.6,199.0,23.5,22.9,0.266,3.625,0.73,119.929,26.6,3.0,119.929,29.3,2.643,11:07:32.943
952,24.5,199.0,23.5,22.9,0.284,3.21,0.687,120.537,26.1,3.0,120.537,29.3,2.303,11:07:34.106
953,24.5,199.0,23.5,24.3,0.284,2.794,0.74,119.968,26.8,3.0,119.968,29.8,3.134,11:07:35.278
954,24.5,199.0,23.5,22.8,0.288,3.587,0.741,119.935,26.1,3.0,119.935,29.8,2.794,11:07:36.445
955,24.5,199.0,25.0,22.9,0.275,2.983,0.688,120.227,26.1,3.0,120.227,29.5,2.492,11:07:37.612
956,26.7,199.0,23.5,22.8,0.322,2.908,0.729,120.981,26.6,3.0,120.981,29.5,2.681,11:07:38.770
957,24.6,199.0,23.5,24.3,0.28,3.776,0.714,120.161,26.6,3.0,120.161,30.0,2.794,11:07:39.942
958,24.5,199.0,25.0,22.9,0.286,3.059,0.75,119.848,26.8,3.0,119.848,29.5,2.945,11:07:41.122
959,24.5,199.0,23.5,24.3,0.28,3.436,0.741,121.083,26.1,3.0,121.083,29.3,2.379,11:07:42.302
960,24.5,199.0,23.5,22.9,0.294,2.908,0.71,119.707,26.3,3.0,119.707,29.3,3.247,11:07:43.460
961,24.5,199.0,25.0,22.9,0.31,3.172,0.724,120.397,26.8,3.0,120.397,29.3,2.077,11:07:44.623
962,26.6,199.0,23.5,22.9,0.284,3.285,0.719,120.207,26.6,3.0,120.207,29.3,2.719,11:07:45.791
963,24.5,199.0,23.5,22.9,0.294,2.945,0.682,119.758,26.1,3.0,119.758,29.5,2.454,11:07:46.972
964,24.5,199.0,25.0,22.9,0.289,3.776,0.731,120.999,26.6,3.0,120.999,30.0,2.832,11:07:48.140
965,26.6,199.0,23.5,24.3,0.248,3.398,0.73,120.447,26.1,3.0,120.447,29.8,2.643,11:07:49.309
966,24.5,199.0,23.5,22.9,0.265,3.247,0.73,120.008,25.9,3.0,120.008,30.0,3.549,11:07:50.489
967,26.6,199.0,23.5,22.9,0.28,2.719,0.759,120.837,26.8,3.0,120.837,29.3,2.341,11:07:51.658
968,24.5,199.0,23.5,24.3,0.286,3.21,0.688,119.822,26.1,3.0,119.822,30.0,3.398,11:07:52.830
969,24.5,199.0,23.5,22.9,0.319,3.436,0.746,119.29,25.9,3.0,119.29,30.0,4.493,11:07:53.998
970,24.5,199.0,25.0,22.9,0.28,3.436,0.748,119.782,26.1,3.0,119.782,30.0,2.341,11:07:55.162
971,24.5,199.0,23.5,24.3,0.295,3.361,0.703,119.582,27.0,3.0,119.582,29.5,3.323,11:07:56.349
972,24.5,199.0,23.5,22.9,0.286,3.021,0.746,119.886,26.8,3.0,119.886,29.8,3.398,11:07:57.514
973,26.6,199.0,23.5,22.9,0.293,3.096,0.736,119.984,26.6,3.0,119.984,29.5,2.681,11:07:58.684
974,24.5,199.0,23.5,22.9,0.291,3.889,0.659,119.92,25.9,3.0,119.92,30.0,3.474,11:07:59.885
975,24.5,199.0,23.5,24.3,0.309,2.719,0.751,120.156,25.9,3.0,120.156,29.8,2.53,11:08:01.066
976,24.5,199.0,23.5,22.9,0.28,4.229,0.719,118.662,26.1,3.0,118.662,29.8,5.022,11:08:02.234
977,24.5,199.0,23.5,24.3,0.271,3.965,0.697,119.862,26.6,3.0,119.862,29.8,2.643,11:08:03.434
978,24.5,199.0,23.5,22.8,0.286,2.454,0.719,120.01,25.9,3.0,120.01,30.0,3.096,11:08:04.603
979,24.5,199.0,25.0,22.8,0.289,3.172,0.66,120.077,25.9,3.0,120.077,30.2,3.625,11:08:05.769
980,26.6,199.0,23.5,22.8,0.303,3.512,0.764,119.673,25.9,3.0,119.673,29.8,2.87,11:08:06.938
981,24.5,199.0,23.5,22.9,0.288,3.21,0.757,120.113,26.6,3.0,120.113,30.0,2.115,11:08:08.106
982,24.5,199.0,23.5,22.9,0.28,2.908,0.678,120.159,26.6,3.0,120.159,30.0,2.945,11:08:09.270
983,26.6,199.0,23.5,22.9,0.298,3.512,0.721,119.975,26.3,3.0,119.975,30.4,3.021,11:08:10.436
984,24.5,199.0,23.5,22.8,0.298,2.832,0.715,119.941,25.9,3.0,119.941,30.0,2.379,11:08:11.616
985,24.5,199.0,23.5,22.9,0.291,2.719,0.682,120.556,26.6,3.0,120.556,30.0,2.832,11:08:12.783
986,26.6,199.0,23.5,22.8,0.293,2.908,0.731,119.832,26.6,3.0,119.832,29.5,3.021,11:08:13.961
987,24.5,199.0,23.5,22.9,0.283,3.512,0.729,120.265,26.3,3.0,120.265,29.8,3.247,11:08:15.133
988,26.6,199.0,23.5,22.8,0.28,2.945,0.753,120.114,26.6,3.0,120.114,29.3,3.172,11:08:16.316
989,24.5,199.0,23.5,22.9,0.294,2.454,0.725,120.168,27.0,3.0,120.168,30.0,3.247,11:08:17.505
990,26.6,199.0,23.5,22.8,0.273,3.247,0.709,119.598,26.8,3.0,119.598,30.0,2.341,11:08:18.686
991,24.5,199.0,23.5,24.3,0.266,3.512,0.753,119.848,26.1,3.0,119.848,29.5,2.568,11:08:19.850
992,24.5,199.0,25.0,22.8,0.28,2.53,0.735,120.539,26.8,3.0,120.539,29.5,2.87,11:08:21.036
993,26.6,199.0,25.0,22.9,0.281,4.116,0.676,119.733,27.0,3.0,119.733,30.0,2.53,11:08:22.188
994,24.5,199.0,23.5,22.8,0.289,3.625,0.719,119.835,26.6,3.0,119.835,30.0,3.361,11:08:23.379
995,26.6,199.0,25.0,22.8,0.284,2.87,0.709,120.25,26.1,3.0,120.25,30.2,2.568,11:08:24.550
996,24.5,199.0,23.5,22.9,0.286,2.756,0.703,119.775,26.6,3.0,119.775,29.8,2.417,11:08:25.721
997,24.5,199.0,23.5,24.3,0.304,3.247,0.734,119.697,26.8,3.0,119.697,30.0,2.794,11:08:26.872
998,26.6,199.0,25.0,22.8,0.269,2.568,0.721,120.137,26.3,3.0,120.137,30.0,3.172,11:08:28.041
999,24.5,199.0,23.5,22.8,0.286,3.361,0.724,119.729,27.0,3.0,119.729,29.5,2.643,11:08:29.226
1000,24.5,199.0,23.5,22.8,0.28,3.059,0.729,119.692,26.6,3.0,119.692,30.0,2.341,11:08:30.396
1001,24.5,199.0,25.0,22.9,0.286,2.605,0.696,120.584,27.0,3.0,120.584,30.2,3.587,11:08:31.558
1002,24.5,199.0,23.5,24.3,0.275,3.927,0.75,119.696,25.9,3.0,118.787,30.0,4.191,11:08:32.730
1003,24.5,199.0,23.5,24.3,0.299,2.908,0.73,120.266,26.1,3.0,120.266,29.5,2.983,11:08:33.896
1004,24.5,199.0,23.5,22.8,0.265,2.832,0.678,120.537,26.6,3.0,120.537,30.0,2.605,11:08:35.063
1005,26.6,199.0,23.5,22.8,0.281,3.323,0.724,119.93,26.6,3.0,119.93,30.0,2.908,11:08:36.232
1006,24.5,199.0,23.5,24.3,0.289,3.059,0.678,120.009,26.1,3.0,120.009,29.8,3.625,11:08:37.414
1007,26.6,199.0,25.0,22.8,0.271,2.266,0.712,120.343,26.1,3.0,120.343,30.2,2.681,11:08:38.587
1008,24.5,199.0,23.5,24.3,0.273,3.7,0.776,119.29,26.8,3.0,119.29,30.0,3.587,11:08:39.757
1009,24.5,199.0,23.5,22.8,0.286,3.285,0.707,119.563,27.0,3.0,119.563,30.0,2.832,11:08:40.926
1010,26.6,199.0,23.5,22.8,0.284,3.059,0.706,119.992,26.6,3.0,119.992,30.0,3.059,11:08:42.109
1011,24.5,199.0,23.5,24.3,0.288,3.285,0.726,122.177,26.1,3.0,122.177,30.0,2.605,11:08:43.279
1012,26.6,199.0,25.0,22.8,0.281,3.474,0.687,119.579,26.3,3.0,119.579,30.0,3.323,11:08:44.462
1013,24.5,199.0,23.5,22.8,0.288,4.607,0.75,119.289,26.6,3.0,119.289,30.0,3.625,11:08:45.631
1014,24.5,199.0,23.5,22.8,0.283,3.436,0.717,120.722,26.6,3.0,120.722,30.0,3.285,11:08:46.812
1015,26.6,199.0,25.0,22.8,0.278,3.285,0.668,119.712,25.9,3.0,119.712,30.0,2.719,11:08:47.976
1016,24.5,199.0,23.5,22.8,0.269,3.247,0.73,119.974,26.1,3.0,119.974,30.4,2.719,11:08:49.138
1017,24.5,199.0,23.5,24.3,0.303,3.663,0.691,121.088,27.3,3.0,121.088,29.8,2.983,11:08:50.309
1018,26.6,199.0,25.0,22.8,0.271,3.927,0.714,119.858,25.9,3.0,119.858,29.8,2.756,11:08:51.483
1019,24.5,199.0,23.5,22.8,0.284,2.87,0.726,119.951,26.6,3.0,119.951,29.8,2.077,11:08:52.649
1020,24.5,199.0,23.5,24.3,0.284,3.059,0.721,120.584,26.6,3.0,120.584,30.0,2.908,11:08:53.822
1021,24.5,199.0,23.5,22.8,0.293,2.794,0.726,119.93,26.6,3.0,119.93,30.0,3.323,11:08:55.007
1022,24.5,199.0,23.5,24.3,0.266,3.738,0.748,119.696,26.6,3.0,119.696,30.4,2.115,11:08:56.167
1023,24.5,199.0,23.5,22.8,0.281,2.303,0.692,119.907,27.0,3.0,119.907,30.0,2.719,11:08:57.335
1024,24.5,199.0,23.5,22.8,0.289,2.605,0.778,120.088,27.0,3.0,120.088,30.4,3.587,11:08:58.521
1025,24.5,199.0,23.5,24.3,0.28,3.625,0.693,119.781,27.3,3.0,119.781,30.4,2.19,11:08:59.689
1026,24.5,199.0,23.5,22.8,0.286,3.7,0.669,119.806,27.0,3.0,119.806,29.8,2.983,11:09:00.856
1027,24.5,199.0,23.5,22.8,0.275,2.341,0.735,120.471,27.0,3.0,120.471,30.0,3.059,11:09:02.040
1028,26.6,199.0,23.5,22.8,0.289,3.587,0.707,119.67,25.9,3.0,119.67,30.2,2.605,11:09:03.228
