Log,mixer_temperature_outlet,ac_flowrate,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_torque_M2,cp_pressure,mixer_speed_M1,mixer_motor_temperature_M1,cp_flowrate,mixer_speed_M2,mixer_motor_temperature_M2,mixer_torque_M1,Time
2302,24.3,199.0,22.9,22.2,0.245,2.681,0.986,121.221,32.6,3.0,121.221,35.9,2.19,11:34:53.007
2303,24.3,199.0,24.3,22.2,0.299,3.21,0.983,121.019,31.8,3.0,121.019,36.1,2.492,11:34:54.257
2304,26.4,199.0,22.9,22.2,0.288,2.983,0.876,120.427,32.0,3.0,120.427,36.5,2.266,11:34:55.502
2305,24.3,199.0,22.9,22.2,0.293,2.945,0.996,120.187,32.2,3.0,120.187,36.3,2.945,11:34:56.764
2306,24.3,199.0,22.9,22.2,0.275,2.719,0.929,120.421,32.0,3.0,120.421,36.1,2.152,11:34:58.008
2307,24.3,199.0,24.3,22.2,0.299,3.398,0.905,121.0,32.0,3.0,121.0,35.7,2.454,11:34:59.256
2308,26.4,199.0,22.9,22.2,0.278,2.568,0.983,120.209,31.8,3.0,120.209,36.1,2.87,11:35:00.498
2309,26.4,199.0,22.9,22.2,0.298,2.643,0.876,121.069,31.6,3.0,121.069,36.1,2.152,11:35:01.744
2310,24.3,199.0,22.9,22.2,0.298,2.908,0.912,120.048,32.0,3.0,120.048,36.1,3.21,11:35:02.994
2311,24.3,199.0,24.3,22.2,0.281,3.361,0.963,120.942,32.2,3.0,120.942,36.3,2.341,11:35:04.252
2312,26.4,199.0,22.9,22.2,0.3,2.719,0.841,120.063,32.2,3.0,120.373,36.1,3.285,11:35:05.516
2313,24.3,199.0,22.9,22.3,0.281,2.945,0.988,120.024,31.8,3.0,120.024,36.3,2.832,11:35:06.795
2314,24.3,199.0,24.3,22.2,0.283,2.832,0.929,119.855,31.6,3.0,119.855,35.9,2.87,11:35:08.036
2315,26.4,199.0,22.9,23.7,0.283,2.832,0.939,120.122,32.4,3.0,120.122,35.9,3.663,11:35:09.296
2316,24.3,199.0,22.9,22.2,0.27,3.21,0.983,119.545,32.6,3.0,119.545,35.9,3.21,11:35:10.562
2317,24.3,199.0,24.3,22.2,0.266,4.342,0.869,119.765,32.0,3.0,119.765,35.9,3.059,11:35:11.814
2318,24.3,199.0,22.9,23.7,0.295,3.096,1.001,119.805,32.2,3.0,119.805,36.3,2.417,11:35:13.075
2319,24.3,199.0,22.8,22.2,0.303,3.965,0.944,119.689,32.0,3.0,119.689,36.1,3.889,11:35:14.333
2320,26.4,199.0,22.8,22.2,0.303,2.945,0.944,120.073,32.6,3.0,120.073,36.3,2.681,11:35:15.594
2321,24.3,199.0,22.9,23.7,0.283,4.342,0.969,119.986,32.0,3.0,119.986,36.1,3.965,11:35:16.856
2322,24.3,199.0,22.8,22.2,0.293,2.643,0.835,120.017,32.2,3.0,120.017,35.9,2.832,11:35:18.113
2323,26.4,199.0,22.8,22.2,0.276,3.247,0.986,120.165,32.2,3.0,120.165,35.9,2.719,11:35:19.360
2324,26.4,199.0,22.9,22.2,0.283,3.474,0.925,120.414,32.2,3.0,120.414,36.3,3.059,11:35:20.604
2325,24.3,199.0,22.8,23.7,0.289,4.078,0.92,120.226,32.6,3.0,120.226,35.7,2.266,11:35:21.864
2326,24.3,199.0,24.3,22.2,0.295,3.474,0.991,120.059,31.8,3.0,120.059,35.9,2.039,11:35:23.122
2327,24.3,199.0,22.8,23.7,0.293,3.852,0.889,120.045,33.0,3.0,120.045,35.9,3.21,11:35:24.402
2328,24.3,199.0,22.8,22.2,0.278,3.247,0.996,119.841,32.6,3.0,119.841,35.9,2.794,11:35:25.651
2329,24.3,199.0,22.8,23.7,0.305,3.059,0.944,119.66,32.4,3.0,119.66,36.1,2.908,11:35:26.915
2330,24.3,199.0,22.8,23.7,0.298,2.908,0.907,120.221,32.0,3.0,120.221,36.1,3.134,11:35:28.161
2331,24.3,199.0,22.8,22.2,0.289,3.21,1.0,120.096,32.6,3.0,120.096,36.1,3.021,11:35:29.410
2332,26.4,199.0,22.9,22.2,0.284,3.285,0.901,119.717,32.0,3.0,119.717,36.1,2.794,11:35:30.687
2333,24.3,199.0,22.8,23.7,0.281,2.945,0.974,119.734,32.2,3.0,119.734,35.9,2.605,11:35:31.931
2334,24.3,199.0,22.8,23.7,0.308,3.285,0.949,119.864,32.0,3.0,119.864,36.1,2.53,11:35:33.179
2335,24.3,199.0,22.8,22.2,0.265,2.983,0.887,119.984,31.6,3.0,119.984,36.1,3.512,11:35:34.425
2336,26.4,199.0,22.9,22.3,0.291,2.832,1.03,119.545,32.4,3.0,119.545,36.1,2.53,11:35:35.692
2337,24.3,199.0,22.8,22.3,0.286,4.04,0.906,120.058,32.6,3.0,120.058,35.9,3.021,11:35:36.971
2338,24.3,199.0,22.9,22.3,0.3,3.134,0.964,119.287,32.0,3.0,119.287,36.1,4.682,11:35:38.246
2339,24.3,199.0,22.8,23.7,0.308,2.039,0.969,119.819,32.6,3.0,119.819,36.1,2.945,11:35:39.492
2340,24.3,199.0,24.3,22.3,0.273,3.398,0.862,120.173,32.2,3.0,120.173,36.3,3.172,11:35:40.748
2341,24.3,199.0,22.8,22.3,0.278,2.832,1.014,120.311,32.6,3.0,120.311,35.7,2.266,11:35:42.011
2342,24.3,199.0,22.8,23.7,0.288,3.398,0.905,120.837,32.6,3.0,120.837,36.1,3.512,11:35:43.269
2343,24.3,199.0,22.8,22.3,0.291,2.832,0.957,119.968,32.2,3.0,119.968,36.1,3.134,11:35:44.519
2344,24.3,199.0,22.8,22.3,0.303,3.738,1.002,120.025,31.6,3.0,120.025,36.3,2.756,11:35:45.794
2345,24.3,199.0,22.8,23.7,0.283,2.568,0.836,119.38,32.0,3.0,119.38,36.3,3.096,11:35:47.043
2346,26.4,199.0,24.3,22.3,0.308,3.361,1.001,119.858,32.4,3.0,119.858,36.1,3.059,11:35:48.299
2347,26.4,199.0,22.8,22.3,0.291,2.568,0.905,119.978,31.8,3.0,119.978,36.1,3.285,11:35:49.546
2348,24.3,199.0,22.8,22.3,0.273,3.361,0.964,119.74,32.4,3.0,119.74,36.1,3.247,11:35:50.793
2349,24.3,199.0,22.8,22.3,0.303,1.812,0.964,119.259,32.0,3.0,119.259,36.1,3.21,11:35:52.050
2350,24.3,199.0,22.8,22.3,0.273,4.342,0.894,120.134,32.2,3.0,120.134,36.1,2.794,11:35:53.293
2351,26.4,199.0,24.3,22.3,0.255,2.266,1.005,120.053,33.0,3.0,120.053,36.1,3.663,11:35:54.546
2352,24.3,199.0,22.8,23.7,0.304,3.927,0.925,120.218,33.0,3.0,120.218,36.5,3.436,11:35:55.815
2353,24.3,199.0,22.8,22.3,0.284,3.7,0.867,120.329,32.2,3.0,120.329,36.3,2.379,11:35:57.061
2354,26.4,199.0,22.8,22.3,0.289,3.021,0.955,119.681,32.2,3.0,119.681,36.1,3.096,11:35:58.302
2355,26.4,199.0,22.8,22.3,0.278,2.228,0.925,120.006,32.6,3.0,120.006,36.1,2.87,11:35:59.549
2356,24.3,199.0,22.8,22.3,0.256,3.134,0.96,120.093,32.6,3.0,120.093,36.5,2.719,11:36:00.792
2357,24.3,199.0,22.8,23.8,0.273,2.266,0.967,120.284,32.0,3.0,120.284,36.5,2.719,11:36:02.048
2358,24.3,199.0,22.8,22.3,0.275,3.814,0.889,119.802,32.4,3.0,119.802,36.1,3.247,11:36:03.315
2359,24.3,199.0,22.8,23.8,0.305,3.021,0.955,121.097,32.4,3.0,121.097,36.5,2.228,11:36:04.585
2360,24.3,199.0,22.8,22.3,0.299,3.889,0.907,120.357,32.4,3.0,120.357,36.1,2.756,11:36:05.829
2361,26.4,199.0,24.3,22.3,0.31,3.7,0.94,119.903,32.0,3.0,119.903,36.5,2.945,11:36:07.091
2362,24.3,199.0,22.9,23.8,0.309,3.172,0.945,120.0,33.0,3.0,120.0,36.3,2.492,11:36:08.357
2363,24.3,199.0,22.9,22.3,0.317,4.191,0.792,120.325,32.6,3.0,120.325,36.3,3.474,11:36:09.598
2364,26.4,199.0,24.3,22.3,0.289,2.53,1.029,119.839,32.6,3.0,119.839,35.9,2.756,11:36:10.864
2365,24.3,199.0,22.8,23.7,0.298,4.116,0.935,120.03,32.6,3.0,120.03,36.1,2.908,11:36:12.125
2366,24.3,199.0,22.8,23.8,0.275,3.814,0.924,119.994,32.0,3.0,119.994,36.5,3.172,11:36:13.372
2367,24.3,199.0,22.8,22.3,0.28,3.587,0.989,120.343,32.8,3.0,120.343,36.3,2.756,11:36:14.611
2368,26.4,199.0,24.3,22.3,0.278,3.663,0.858,119.854,33.0,3.0,119.854,36.1,2.908,11:36:15.856
2369,24.3,199.0,22.8,22.3,0.299,3.059,0.978,120.295,32.8,3.0,120.295,36.1,2.039,11:36:17.109
2370,24.3,199.0,22.8,22.3,0.295,4.078,0.958,120.25,32.6,3.0,120.25,36.5,2.681,11:36:18.377
2371,24.3,199.0,24.3,22.3,0.283,4.229,0.897,119.96,32.6,3.0,119.96,36.1,2.228,11:36:19.639
2372,24.3,199.0,22.9,22.3,0.294,3.512,0.984,119.813,32.6,3.0,119.813,36.1,2.983,11:36:20.918
2373,26.4,199.0,24.3,22.3,0.286,3.134,0.881,120.091,32.2,3.0,120.091,36.5,3.021,11:36:22.165
2374,24.3,199.0,22.8,23.8,0.288,3.7,0.996,120.01,32.6,3.0,120.01,36.3,2.681,11:36:23.440
2375,26.4,199.0,22.8,22.3,0.303,3.625,0.974,119.491,32.6,3.0,119.491,36.1,3.134,11:36:24.704
2376,26.4,199.0,24.3,22.3,0.275,3.247,0.729,119.961,32.6,3.0,119.961,36.1,3.021,11:36:25.955
2377,24.3,199.0,22.9,23.8,0.286,2.719,0.978,119.141,32.8,3.0,119.141,36.5,3.738,11:36:27.224
2378,24.3,199.0,24.3,22.3,0.291,1.964,0.887,119.978,32.0,3.0,119.978,36.5,2.492,11:36:28.500
2379,24.3,199.0,22.8,23.8,0.276,3.776,0.787,120.365,32.4,3.0,120.365,36.1,3.436,11:36:29.781
2380,24.2,199.0,22.9,22.3,0.284,2.794,0.972,119.989,32.4,3.0,119.989,36.3,2.53,11:36:31.058
2381,26.4,199.0,22.9,22.3,0.28,3.814,0.724,119.897,32.0,3.0,119.897,36.1,3.172,11:36:32.335
2382,24.3,199.0,22.8,22.3,0.288,3.587,0.667,119.99,32.4,3.0,119.99,36.5,2.643,11:36:33.597
2383,24.3,199.0,22.9,22.3,0.289,4.229,0.855,120.098,32.6,3.0,120.098,36.3,3.587,11:36:34.843
2384,24.3,199.0,22.8,23.8,0.28,2.719,0.787,120.172,32.2,3.0,120.172,36.1,3.059,11:36:36.100
2385,26.4,199.0,22.9,22.3,0.275,4.342,0.812,120.424,32.2,3.0,120.424,36.1,3.059,11:36:37.354
2386,24.3,199.0,22.9,23.8,0.27,2.492,0.793,119.846,32.4,3.0,119.846,36.1,2.794,11:36:38.628
2387,26.3,199.0,22.9,22.3,0.261,3.889,0.62,120.241,32.4,3.0,120.241,36.8,2.605,11:36:39.886
2388,24.2,199.0,22.9,22.3,0.284,2.605,0.884,119.687,32.4,3.0,119.687,36.8,2.945,11:36:41.156
2389,26.3,199.0,22.9,22.3,0.271,3.172,0.651,119.953,32.8,3.0,119.953,36.1,2.983,11:36:42.420
2390,24.3,199.0,24.3,22.3,0.269,2.379,0.848,119.925,32.2,3.0,119.925,36.5,2.454,11:36:43.680
2391,24.3,199.0,22.8,23.8,0.289,2.908,0.852,119.833,32.6,3.0,119.833,36.1,2.643,11:36:44.941
2392,26.4,199.0,22.9,22.3,0.266,3.323,0.682,119.777,32.6,3.0,119.777,36.3,2.681,11:36:46.204
2393,24.3,199.0,22.9,22.3,0.304,2.417,0.859,120.016,32.0,3.0,120.016,36.8,2.53,11:36:47.461
2394,24.3,199.0,24.3,22.3,0.289,3.134,0.892,120.647,32.2,3.0,120.647,36.1,2.605,11:36:48.757
2395,24.3,199.0,22.9,22.3,0.295,2.945,0.909,120.243,32.6,3.0,120.243,36.3,2.756,11:36:50.016
2396,24.3,199.0,22.9,23.8,0.28,3.134,0.881,120.163,32.4,3.0,120.163,36.1,2.379,11:36:51.259
2397,24.3,199.0,24.3,22.3,0.28,2.039,0.858,120.11,32.0,3.0,120.11,36.5,2.379,11:36:52.536
2398,24.2,199.0,22.9,22.3,0.281,2.87,0.872,120.001,32.6,3.0,120.001,36.8,2.605,11:36:53.789
2399,26.3,199.0,22.9,23.8,0.25,2.001,0.724,120.26,32.6,3.0,120.26,36.1,2.643,11:36:55.050
2400,24.3,199.0,24.3,22.3,0.286,3.965,0.807,119.599,32.6,3.0,119.599,36.1,2.492,11:36:56.321
2401,26.4,199.0,22.9,23.8,0.28,2.983,0.872,120.221,32.2,3.0,120.221,36.8,2.643,11:36:57.600
2402,24.3,199.0,22.9,22.3,0.269,3.512,0.524,119.918,32.6,3.0,119.918,36.5,3.247,11:36:58.849
2403,24.3,199.0,22.9,23.8,0.284,3.738,0.778,120.075,32.6,3.0,120.075,36.1,1.926,11:37:00.124
2404,24.3,199.0,22.9,22.3,0.3,3.663,0.721,120.217,32.6,3.0,120.217,36.3,2.379,11:37:01.388
2405,24.2,199.0,22.8,23.8,0.276,3.021,0.724,119.802,32.6,3.0,119.802,36.1,2.719,11:37:02.664
2406,26.4,199.0,22.9,22.3,0.289,2.983,0.83,119.831,32.2,3.0,119.831,35.9,2.115,11:37:03.926
2407,24.3,199.0,24.3,22.4,0.276,2.492,0.726,119.761,32.4,3.0,119.761,36.1,2.53,11:37:05.171
2408,24.3,199.0,22.9,23.8,0.291,2.605,0.726,119.981,33.0,3.0,119.981,36.3,2.53,11:37:06.438
2409,26.4,199.0,22.8,22.3,0.265,3.663,0.686,119.807,32.6,3.0,119.807,36.3,2.832,11:37:07.698
2410,24.3,199.0,22.8,22.3,0.273,3.436,0.697,119.882,32.6,3.0,119.882,36.1,2.643,11:37:08.976
2411,24.3,199.0,22.8,22.4,0.269,2.53,0.807,119.932,32.8,3.0,119.932,36.3,2.115,11:37:10.254
2412,24.3,199.0,22.8,23.8,0.266,2.605,0.543,119.706,33.2,3.0,119.706,36.8,2.756,11:37:11.536
2413,24.3,199.0,22.8,22.3,0.24,2.832,0.571,119.901,32.2,3.0,119.901,36.8,2.492,11:37:12.802
2414,24.3,199.0,22.8,22.4,0.254,2.303,0.624,119.97,32.8,3.0,119.97,36.3,2.303,11:37:14.063
2415,26.4,199.0,22.8,22.4,0.27,3.247,0.774,119.918,33.0,3.0,119.918,36.1,2.568,11:37:15.327
2416,24.3,199.0,24.3,22.4,0.286,4.305,0.71,120.053,32.4,3.0,120.053,36.5,2.983,11:37:16.586
2417,26.4,199.0,22.8,23.8,0.264,2.945,0.605,120.059,32.2,3.0,120.059,36.3,2.303,11:37:17.863
2418,24.3,199.0,22.9,22.4,0.256,2.87,0.656,120.117,32.2,3.0,120.117,36.8,2.039,11:37:19.120
2419,24.3,199.0,22.9,22.4,0.275,3.7,0.64,120.121,32.6,3.0,120.121,36.1,2.605,11:37:20.382
2420,26.4,199.0,22.8,23.8,0.264,2.87,0.564,120.146,33.0,3.0,120.146,36.1,2.266,11:37:21.644
2421,24.3,199.0,24.3,22.4,0.284,3.814,0.71,120.135,32.6,3.0,120.135,36.5,2.19,11:37:22.904
2422,26.4,199.0,22.8,23.8,0.264,2.605,0.573,120.45,32.6,3.0,120.45,36.5,2.152,11:37:24.183
2423,24.3,199.0,22.8,22.4,0.278,2.303,0.593,120.074,32.2,3.0,120.074,36.5,2.454,11:37:25.445
2424,26.4,199.0,22.8,23.8,0.276,2.87,0.696,119.65,32.6,3.0,119.65,36.5,3.059,11:37:26.719
2425,24.3,199.0,22.8,22.4,0.271,2.115,0.573,120.005,32.4,3.0,120.005,36.1,2.719,11:37:27.982
2426,24.3,199.0,22.8,22.4,0.276,2.719,0.798,120.741,32.2,3.0,120.741,36.1,2.228,11:37:29.249
2427,24.3,199.0,22.8,22.4,0.264,2.266,0.616,119.857,32.2,3.0,119.857,36.1,2.908,11:37:30.521
2428,24.3,199.0,22.8,22.4,0.269,2.719,0.521,120.24,32.4,3.0,119.796,36.3,2.681,11:37:31.786
2429,26.4,199.0,22.8,23.8,0.275,2.115,0.564,119.823,32.0,3.0,119.823,36.5,2.228,11:37:33.046
2430,24.3,199.0,24.3,22.4,0.255,3.323,0.649,119.751,32.6,3.0,119.751,36.1,2.983,11:37:34.309
2431,26.4,199.0,22.8,23.8,0.266,2.19,0.736,120.136,32.2,3.0,120.136,36.1,2.115,11:37:35.583
2432,24.3,199.0,24.3,22.4,0.269,2.794,0.706,119.975,32.8,3.0,119.975,36.5,2.568,11:37:36.858
2433,24.3,199.0,22.8,22.4,0.27,3.021,0.645,120.515,32.6,3.0,120.515,36.3,2.228,11:37:38.098
2434,24.3,199.0,22.8,22.4,0.284,3.474,0.812,120.195,32.8,3.0,120.195,36.8,2.379,11:37:39.385
2435,26.4,199.0,22.8,22.4,0.283,2.266,0.646,119.922,32.8,3.0,119.922,36.3,3.096,11:37:40.647
2436,24.3,199.0,22.8,23.8,0.286,2.719,0.807,120.004,32.6,3.0,120.004,36.8,2.303,11:37:41.922
2437,26.4,199.0,22.8,22.4,0.294,2.492,0.646,119.834,32.8,3.0,119.183,36.1,3.7,11:37:43.204
2438,24.3,199.0,22.8,22.4,0.254,2.87,0.648,119.642,32.6,3.0,119.642,36.5,2.643,11:37:44.471
2439,26.4,199.0,22.8,22.4,0.275,2.719,0.776,120.31,32.4,3.0,120.31,36.5,1.699,11:37:45.753
2440,24.3,199.0,22.8,22.4,0.25,2.568,0.52,119.986,32.4,3.0,119.986,36.1,2.228,11:37:47.027
2441,26.4,199.0,22.8,22.4,0.269,3.776,0.807,119.96,32.8,3.0,119.96,36.8,2.454,11:37:48.295
2442,24.3,199.0,22.8,22.4,0.288,2.266,0.63,120.629,32.6,3.0,120.629,36.3,1.775,11:37:49.576
2443,26.4,199.0,22.8,22.4,0.251,3.096,0.753,119.705,32.4,3.0,119.705,36.5,2.983,11:37:50.837
2444,24.3,199.0,22.8,22.4,0.288,2.417,0.792,119.966,32.0,3.0,119.966,36.1,1.737,11:37:52.117
2445,26.4,199.0,22.8,22.4,0.291,3.361,0.51,120.257,32.6,3.0,120.257,36.3,2.379,11:37:53.379
2446,24.3,199.0,22.8,23.9,0.259,2.983,0.707,120.097,32.8,3.0,120.097,36.5,2.266,11:37:54.644
2447,24.3,199.0,22.8,23.9,0.288,2.983,0.658,120.108,32.6,3.0,120.108,36.8,2.568,11:37:55.952
2448,24.3,199.0,22.8,22.4,0.251,2.681,0.641,119.577,32.2,3.0,119.577,36.5,2.983,11:37:57.212
2449,26.4,199.0,22.8,22.4,0.273,1.926,0.814,120.295,32.4,3.0,120.295,36.5,3.134,11:37:58.488
2450,24.3,199.0,22.8,22.4,0.283,2.454,0.658,120.34,32.6,3.0,120.34,36.3,2.001,11:37:59.747
2451,26.4,199.0,24.3,22.4,0.271,2.53,0.824,120.131,32.0,3.0,120.131,36.1,2.228,11:38:01.011
2452,24.3,199.0,22.8,23.9,0.283,3.172,0.714,120.123,32.4,3.0,120.123,36.3,2.756,11:38:02.272
2453,24.3,199.0,22.8,22.4,0.223,2.303,0.62,120.387,32.0,3.0,120.387,36.1,2.719,11:38:03.531
2454,26.4,199.0,22.9,22.4,0.242,2.832,0.824,119.701,32.0,3.0,119.701,36.5,2.568,11:38:04.796
2455,24.3,199.0,22.8,22.4,0.259,3.134,0.568,119.966,32.6,3.0,119.966,36.1,1.888,11:38:06.072
2456,26.4,199.0,22.8,22.5,0.3,3.549,0.802,119.687,32.8,3.0,119.687,36.8,3.059,11:38:07.352
2457,26.4,199.0,24.3,22.4,0.27,2.643,0.71,120.015,33.0,3.0,120.015,36.3,2.379,11:38:08.643
2458,24.3,199.0,22.9,23.9,0.286,2.945,0.734,120.185,32.6,3.0,120.185,36.8,2.303,11:38:09.906
2459,24.3,199.0,22.8,23.9,0.264,2.53,0.857,120.07,32.6,3.0,120.07,36.1,2.341,11:38:11.163
2460,24.3,199.0,22.8,22.4,0.273,2.228,0.717,119.98,32.6,3.0,119.98,36.3,2.568,11:38:12.440
2461,24.3,199.0,22.8,22.5,0.293,3.21,0.844,119.509,32.6,3.0,119.509,36.5,2.983,11:38:13.704
2462,26.4,199.0,24.3,22.5,0.299,2.605,0.846,118.8,32.4,3.0,118.8,36.1,3.889,11:38:14.973
2463,24.3,199.0,22.9,23.9,0.295,2.303,0.919,120.785,32.6,3.0,120.785,36.3,2.719,11:38:16.246
2464,26.4,199.0,24.3,22.5,0.281,2.152,0.936,119.883,32.6,3.0,119.883,36.1,2.492,11:38:17.495
2465,24.3,199.0,22.9,22.5,0.313,3.285,0.834,119.334,32.4,3.0,119.334,36.5,3.096,11:38:18.756
2466,26.5,199.0,24.3,22.5,0.283,2.794,0.889,119.617,32.2,3.0,119.617,36.5,2.681,11:38:20.045
2467,24.3,199.0,22.9,22.5,0.289,3.663,0.85,120.016,32.6,3.0,120.016,36.8,2.908,11:38:21.305
2468,24.3,199.0,22.9,22.5,0.243,2.681,0.944,119.908,32.6,3.0,119.908,36.1,2.492,11:38:22.581
2469,24.3,199.0,22.9,22.5,0.242,3.889,0.906,120.207,32.4,3.0,120.207,36.1,3.247,11:38:23.838
2470,24.3,199.0,22.9,22.5,0.214,2.152,0.914,119.791,32.0,3.0,119.791,36.3,2.228,11:38:25.122
2471,24.3,199.0,22.9,22.5,0.264,3.474,0.901,120.219,32.8,3.0,120.219,36.8,2.681,11:38:26.387
2472,24.3,199.0,22.9,22.5,0.276,2.379,0.855,119.928,32.6,3.0,119.928,36.1,2.115,11:38:27.664
2473,24.3,199.0,22.9,22.5,0.288,2.228,0.967,119.957,32.6,3.0,119.957,36.5,2.228,11:38:28.935
2474,24.3,199.0,22.9,22.5,0.288,2.719,0.934,119.69,33.0,3.0,119.69,36.5,2.983,11:38:30.211
2475,24.4,199.0,22.9,22.5,0.295,1.812,0.94,120.08,33.0,3.0,120.08,36.8,2.719,11:38:31.476
2476,24.4,199.0,22.9,23.9,0.291,2.643,0.973,120.209,32.6,3.0,120.209,36.5,2.756,11:38:32.739
2477,26.5,199.0,22.9,22.5,0.281,1.548,0.931,121.452,32.6,3.0,121.452,36.1,2.001,11:38:33.999
2478,24.4,199.0,22.9,22.5,0.295,3.21,0.935,119.924,32.6,3.0,119.924,36.1,2.228,11:38:35.258
2479,24.4,199.0,22.9,22.5,0.3,2.152,0.92,119.983,33.2,3.0,119.983,36.3,2.417,11:38:36.533
2480,24.3,199.0,24.4,22.5,0.283,2.983,0.952,119.948,32.6,3.0,119.948,36.8,2.492,11:38:37.788
2481,24.4,199.0,22.9,24.0,0.3,2.001,0.958,119.697,33.0,3.0,119.697,36.3,2.983,11:38:39.048
2482,24.4,199.0,24.4,22.5,0.298,3.21,0.922,119.611,32.6,3.0,119.611,36.3,2.908,11:38:40.330
2483,24.4,199.0,22.9,22.5,0.269,3.172,0.96,120.082,32.8,3.0,120.082,36.5,3.361,11:38:41.586
2484,24.4,199.0,22.9,24.0,0.308,3.285,0.907,119.727,32.6,3.0,119.727,36.5,2.756,11:38:42.842
2485,24.4,199.0,22.9,22.5,0.286,2.454,0.914,120.126,32.4,3.0,120.126,36.1,2.152,11:38:44.102
2486,24.4,199.0,22.9,24.0,0.3,4.154,0.94,120.272,32.4,3.0,120.272,36.8,3.021,11:38:45.366
2487,26.5,199.0,22.9,22.5,0.281,2.832,0.906,120.143,32.4,3.0,120.143,36.1,2.228,11:38:46.629
2488,24.4,199.0,22.9,22.5,0.294,3.059,0.952,119.964,32.2,3.0,119.964,36.3,2.719,11:38:47.906
2489,26.5,199.0,22.9,22.5,0.266,3.323,0.945,119.686,33.0,3.0,119.686,36.5,1.699,11:38:49.177
2490,24.4,199.0,22.9,22.5,0.269,2.945,0.896,120.038,32.6,3.0,120.038,36.3,2.945,11:38:50.446
2491,26.5,199.0,22.9,24.0,0.264,3.512,0.955,119.977,33.0,3.0,119.977,36.3,2.454,11:38:51.709
2492,24.4,199.0,22.9,22.5,0.28,1.888,0.945,120.05,33.0,3.0,120.05,36.8,2.568,11:38:52.987
2493,26.5,199.0,22.9,22.5,0.299,2.945,0.96,120.635,32.2,3.0,120.635,36.3,3.21,11:38:54.268
2494,24.4,199.0,22.9,22.6,0.286,2.115,0.962,119.58,33.0,3.0,119.58,36.8,2.303,11:38:55.535
2495,26.5,199.0,22.9,24.0,0.261,2.681,0.957,119.572,32.4,3.0,119.572,36.8,2.492,11:38:56.798
2496,24.4,199.0,24.4,22.6,0.295,2.945,0.978,119.797,32.8,3.0,119.797,36.8,2.719,11:38:58.063
2497,26.5,199.0,22.9,22.6,0.294,3.663,0.936,120.158,32.8,3.0,120.158,36.3,2.983,11:38:59.345
2498,24.4,199.0,22.9,22.6,0.284,3.096,0.963,120.202,32.6,3.0,120.202,36.3,2.568,11:39:00.624
2499,26.5,199.0,22.9,22.6,0.3,3.474,0.973,120.025,32.4,3.0,120.025,36.1,2.643,11:39:01.903
2500,24.4,199.0,22.9,22.6,0.269,2.417,0.935,119.72,32.6,3.0,119.72,36.8,1.699,11:39:03.179
2501,26.5,199.0,22.9,22.6,0.3,2.605,0.944,119.765,33.0,3.0,119.765,36.1,2.379,11:39:04.442
2502,24.4,199.0,22.9,22.6,0.31,3.323,0.902,119.072,32.2,3.0,119.072,36.5,3.889,11:39:05.707
2503,26.5,199.0,22.9,24.0,0.308,2.681,0.92,120.212,33.0,3.0,120.212,36.8,2.945,11:39:06.966
2504,24.4,199.0,24.4,22.6,0.295,2.719,0.929,120.11,32.6,3.0,120.11,36.5,2.266,11:39:08.245
2505,26.5,199.0,22.9,24.0,0.303,3.323,0.9,120.535,33.0,3.0,120.535,36.8,2.53,11:39:09.519
2506,24.4,199.0,22.9,22.6,0.28,3.021,0.968,119.821,33.2,3.0,119.821,36.5,2.756,11:39:10.798
2507,26.5,199.0,22.9,24.0,0.264,2.492,0.891,120.151,32.6,3.0,120.151,36.3,1.775,11:39:12.064
2508,24.4,199.0,24.4,22.6,0.283,3.814,0.905,120.053,33.0,3.0,120.053,36.3,2.719,11:39:13.324
2509,24.4,199.0,22.9,22.6,0.293,3.172,0.935,120.268,32.0,3.0,120.268,36.3,3.059,11:39:14.586
2510,24.4,199.0,24.4,22.6,0.286,3.738,0.848,120.116,33.0,3.0,120.116,36.5,2.719,11:39:15.865
2511,26.5,199.0,22.9,24.0,0.289,2.832,0.974,119.893,32.4,3.0,119.893,36.5,2.19,11:39:17.145
2512,24.4,199.0,24.4,22.6,0.291,2.908,0.936,119.902,33.2,3.0,119.902,36.3,3.096,11:39:18.419
2513,26.5,199.0,22.9,24.0,0.27,2.568,0.92,119.641,33.2,3.0,119.641,36.3,2.719,11:39:19.692
2514,24.4,199.0,22.9,22.6,0.28,3.663,0.949,119.917,32.8,3.0,119.917,36.1,2.908,11:39:20.951
2515,26.5,199.0,22.9,24.1,0.273,3.059,0.84,120.0,33.0,3.0,120.0,36.8,2.266,11:39:22.245
2516,24.4,199.0,22.9,22.6,0.283,2.19,0.988,119.939,33.0,3.0,119.939,36.8,2.454,11:39:23.522
2517,26.5,199.0,22.9,24.1,0.28,2.983,0.936,120.247,32.8,3.0,120.247,36.5,2.681,11:39:24.781
2518,24.4,199.0,24.4,22.6,0.288,2.379,0.94,120.214,33.0,3.0,120.214,37.0,2.492,11:39:26.044
2519,24.4,199.0,22.9,22.6,0.288,3.398,0.981,119.626,32.6,3.0,119.626,36.5,2.908,11:39:27.311
2520,24.4,199.0,24.4,22.6,0.269,4.493,0.863,119.993,33.2,3.0,119.993,36.8,2.983,11:39:28.602
2521,26.5,199.0,22.9,24.1,0.309,4.607,0.969,120.521,32.6,3.0,120.521,36.8,2.492,11:39:29.880
