Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
210,0.75,3.0,120.289,171.6,3.474,22.2,19.7,0.269,24.5,90.0,27.5,23.6,120.289,3.172,11:16:11.456
211,0.751,3.0,120.109,171.6,4.38,22.2,19.7,0.31,24.3,90.0,27.5,23.6,120.109,3.21,11:16:12.576
212,0.731,3.0,120.089,171.6,3.587,22.2,19.7,0.298,25.0,90.0,27.3,23.6,120.089,3.549,11:16:13.695
213,0.758,3.0,120.795,171.6,4.833,22.2,19.7,0.284,24.5,90.0,27.3,23.6,120.795,2.983,11:16:14.821
214,0.725,3.0,118.594,171.6,3.889,23.7,19.7,0.295,24.5,90.0,27.7,25.7,118.594,4.456,11:16:15.946
215,0.759,3.0,120.164,171.6,4.607,22.2,19.7,0.284,24.3,90.0,27.3,23.6,120.164,2.605,11:16:17.069
216,0.731,3.0,119.947,171.6,4.116,22.2,21.2,0.298,24.5,90.0,27.3,23.6,119.947,3.814,11:16:18.185
217,0.743,3.0,120.055,171.6,3.852,22.2,19.7,0.314,24.1,90.0,27.7,23.6,120.055,3.436,11:16:19.296
218,0.758,3.0,119.555,171.6,3.285,23.7,19.7,0.278,24.5,90.0,27.3,25.7,119.555,2.53,11:16:20.412
219,0.757,3.0,120.019,171.6,3.663,22.2,19.8,0.276,24.5,90.0,27.7,23.6,120.019,2.87,11:16:21.534
220,0.74,3.0,119.697,171.6,3.663,22.2,21.2,0.293,25.2,90.0,27.0,23.6,119.697,3.134,11:16:22.657
221,0.729,3.0,120.193,171.6,3.285,22.2,19.8,0.305,24.5,90.0,27.5,23.6,120.193,3.172,11:16:23.777
222,0.748,3.0,119.944,171.6,3.512,23.7,19.8,0.271,24.3,90.0,27.0,23.5,119.944,3.059,11:16:24.901
223,0.725,3.0,120.086,171.6,3.625,23.7,19.8,0.261,24.5,90.0,27.7,25.6,120.086,2.945,11:16:26.038
224,0.743,3.0,119.836,171.6,3.776,22.2,19.8,0.303,23.8,90.0,27.5,23.6,119.836,3.7,11:16:27.159
225,0.729,3.0,120.133,171.6,3.398,22.2,19.8,0.283,24.8,90.0,27.5,23.6,120.133,3.587,11:16:28.296
226,0.717,3.0,119.608,171.6,3.361,22.3,21.2,0.293,24.8,90.0,27.7,23.6,119.608,2.53,11:16:29.417
227,0.754,3.0,120.235,171.6,4.531,22.2,19.8,0.275,24.5,90.0,27.5,23.6,120.235,3.172,11:16:30.545
228,0.748,3.0,120.053,171.6,3.474,23.7,19.8,0.291,24.5,90.0,27.5,23.5,120.053,2.794,11:16:31.665
229,0.74,3.0,120.133,171.6,4.493,23.7,19.8,0.275,24.8,90.0,27.7,23.5,120.133,2.568,11:16:32.804
230,0.754,3.0,119.635,171.6,4.154,22.2,19.8,0.26,24.5,90.0,27.5,25.6,119.635,2.454,11:16:33.919
231,0.743,3.0,120.196,171.6,4.569,23.7,19.8,0.288,25.4,90.0,27.0,23.6,120.196,3.059,11:16:35.074
232,0.751,3.0,120.067,171.6,4.493,22.3,19.8,0.293,25.0,90.0,27.7,23.5,120.067,3.625,11:16:36.186
233,0.758,3.0,119.743,171.6,4.116,22.3,19.8,0.284,24.3,90.0,27.7,23.5,119.743,2.756,11:16:37.307
234,0.72,3.0,119.783,171.6,3.398,23.7,19.8,0.295,23.8,90.0,27.5,23.5,119.783,2.568,11:16:38.429
235,0.735,3.0,119.894,171.6,4.644,23.7,19.8,0.283,25.0,90.0,27.5,25.6,119.894,3.436,11:16:39.547
236,0.757,3.0,120.102,171.6,3.285,22.3,19.8,0.295,24.8,90.0,27.7,25.6,120.102,2.87,11:16:40.671
237,0.763,3.0,121.971,171.6,3.587,22.3,21.2,0.265,23.8,90.0,27.5,23.6,118.659,2.379,11:16:41.791
238,0.739,3.0,119.717,171.6,3.663,22.2,19.8,0.291,25.2,90.0,27.7,23.5,119.717,2.379,11:16:42.914
239,0.724,3.0,120.111,171.6,3.738,23.7,19.8,0.286,24.3,90.0,27.7,23.5,120.111,3.021,11:16:44.037
240,0.734,3.0,119.756,171.6,3.889,22.3,19.8,0.289,24.1,90.0,28.2,25.6,119.756,3.436,11:16:45.152
241,0.753,3.0,120.794,171.6,3.927,22.3,21.2,0.276,24.3,90.0,27.9,25.6,120.794,2.908,11:16:46.277
242,0.751,3.0,119.811,171.6,3.21,22.3,21.2,0.295,24.5,90.0,28.2,25.6,119.811,2.87,11:16:47.414
243,0.712,3.0,119.887,171.6,3.776,22.3,19.8,0.293,24.3,90.0,27.5,23.5,119.887,3.096,11:16:48.541
244,0.75,3.0,119.817,171.6,3.663,22.3,19.8,0.269,25.0,90.0,27.7,23.6,119.817,2.983,11:16:49.674
245,0.759,3.0,120.182,171.6,3.738,23.7,19.8,0.289,24.5,90.0,28.2,23.5,120.182,2.756,11:16:50.797
246,0.72,3.0,120.277,171.6,3.965,22.3,19.8,0.309,24.8,90.0,27.7,23.6,120.277,2.983,11:16:51.946
247,0.746,3.0,119.836,171.6,4.38,23.7,19.8,0.276,24.3,90.0,28.2,23.5,119.836,3.059,11:16:53.066
248,0.712,3.0,120.924,171.6,3.247,23.7,19.8,0.289,24.3,90.0,27.7,23.5,120.924,3.587,11:16:54.212
249,0.751,3.0,118.218,171.6,3.663,22.3,19.8,0.298,23.8,90.0,27.7,23.5,118.218,3.436,11:16:55.365
250,0.74,3.0,119.876,171.6,4.191,23.7,19.8,0.251,24.5,90.0,27.7,23.6,119.876,2.908,11:16:56.481
251,0.745,3.0,120.152,171.6,4.531,23.7,19.8,0.281,25.0,90.0,28.2,23.5,120.152,2.643,11:16:57.623
252,0.757,3.0,119.049,171.6,3.247,22.3,19.8,0.271,24.3,90.0,27.0,25.6,119.049,4.682,11:16:58.744
253,0.734,3.0,119.747,171.6,3.549,22.3,19.8,0.278,24.5,90.0,27.7,25.6,119.747,2.643,11:16:59.882
254,0.751,3.0,120.219,171.6,4.04,22.3,21.3,0.303,25.4,90.0,27.7,23.5,120.219,2.719,11:17:01.009
255,0.767,3.0,120.015,171.6,3.927,22.3,21.3,0.28,24.8,90.0,27.7,23.5,120.015,3.889,11:17:02.144
256,0.717,3.0,120.062,171.6,3.436,22.3,19.8,0.304,24.5,90.0,27.7,23.5,120.062,2.945,11:17:03.267
257,0.735,3.0,119.818,171.6,3.776,23.8,19.8,0.308,25.4,90.0,27.9,23.5,119.818,2.454,11:17:04.389
258,0.768,3.0,120.024,171.6,4.796,23.8,19.8,0.26,25.0,90.0,27.9,23.5,120.024,3.512,11:17:05.510
259,0.757,3.0,119.812,171.6,4.229,22.3,19.8,0.276,24.5,90.0,27.5,25.6,119.812,3.7,11:17:06.641
260,0.729,3.0,120.146,171.6,3.361,22.3,21.3,0.281,25.0,90.0,27.7,25.6,120.146,3.889,11:17:07.769
261,0.767,3.0,119.804,171.6,4.267,22.3,19.8,0.278,24.5,90.0,27.7,23.5,119.804,2.719,11:17:08.889
262,0.762,3.0,120.124,171.6,3.814,23.7,19.8,0.28,24.3,90.0,27.7,23.5,120.124,2.945,11:17:10.010
263,0.698,3.0,120.107,171.6,4.493,22.3,19.8,0.278,24.3,90.0,28.2,23.5,120.107,3.474,11:17:11.129
264,0.73,3.0,121.263,171.6,3.927,22.3,19.8,0.28,25.0,90.0,27.7,23.6,121.263,3.512,11:17:12.266
265,0.745,3.0,119.847,171.6,3.7,22.3,21.3,0.286,24.5,90.0,27.7,25.6,119.847,2.945,11:17:13.391
266,0.74,3.0,120.245,171.6,4.607,22.3,21.3,0.288,25.0,90.0,27.7,25.6,120.245,3.965,11:17:14.511
267,0.764,3.0,120.2,171.6,4.531,22.3,19.8,0.281,24.5,90.0,27.7,23.6,120.2,3.436,11:17:15.636
268,0.781,3.0,120.795,171.6,3.21,22.3,19.8,0.242,25.2,90.0,27.9,23.5,120.795,2.983,11:17:16.774
269,0.754,3.0,119.536,171.6,3.738,23.8,19.8,0.286,25.7,90.0,27.9,23.6,119.507,2.908,11:17:17.899
270,0.729,3.0,119.654,171.6,3.965,22.3,19.8,0.28,25.0,90.0,28.2,23.5,119.654,3.285,11:17:19.026
271,0.735,3.0,119.829,171.6,4.191,22.3,21.3,0.286,25.0,90.0,28.2,25.6,119.829,3.172,11:17:20.149
272,0.764,3.0,119.583,171.6,3.172,22.3,21.3,0.283,25.4,90.0,28.4,25.6,119.583,3.625,11:17:21.284
273,0.745,3.0,119.688,171.6,3.587,22.4,21.3,0.278,24.3,90.0,28.2,25.6,119.688,2.341,11:17:22.419
274,0.725,3.0,119.663,171.6,3.814,22.3,19.8,0.299,24.5,90.0,27.7,23.5,119.663,3.965,11:17:23.538
275,0.736,3.0,119.979,171.6,4.644,22.3,19.8,0.289,25.4,90.0,27.7,23.6,119.979,2.605,11:17:24.674
276,0.751,3.0,120.417,171.6,3.738,23.8,19.8,0.264,25.2,90.0,27.5,23.6,120.417,3.247,11:17:25.793
277,0.74,3.0,119.735,171.6,3.927,22.4,19.8,0.284,25.0,90.0,27.7,23.6,119.735,2.492,11:17:26.917
278,0.754,3.0,120.096,171.6,4.078,22.4,19.8,0.294,24.8,90.0,28.2,23.6,120.096,2.266,11:17:28.055
279,0.763,3.0,119.292,171.6,3.814,22.4,19.8,0.278,25.0,90.0,28.2,23.6,119.292,4.191,11:17:29.198
280,0.72,3.0,120.192,171.6,4.154,22.4,21.3,0.283,25.2,90.0,27.7,25.6,120.192,2.794,11:17:30.326
281,0.758,3.0,119.437,171.6,4.04,22.4,19.8,0.281,25.2,90.0,27.7,25.6,119.437,3.323,11:17:31.446
282,0.746,3.0,120.689,171.6,4.04,23.8,19.8,0.298,25.0,90.0,27.7,23.6,120.689,3.398,11:17:32.568
283,0.734,3.0,120.238,171.6,4.305,23.8,19.8,0.288,25.0,90.0,27.9,23.6,120.238,3.436,11:17:33.685
284,0.754,3.0,120.141,171.6,4.305,22.4,19.8,0.289,25.0,90.0,27.9,23.6,120.141,2.719,11:17:34.810
285,0.735,3.0,117.937,171.6,4.154,22.4,19.8,0.289,25.4,90.0,27.5,23.6,117.937,5.362,11:17:35.943
286,0.73,3.0,120.146,171.6,4.644,22.4,21.3,0.289,24.8,90.0,28.2,25.6,120.146,2.908,11:17:37.069
287,0.746,3.0,119.807,171.6,4.72,22.4,19.8,0.298,24.3,90.0,27.7,25.6,119.807,3.852,11:17:38.189
288,0.735,3.0,120.388,171.6,3.776,22.4,19.8,0.288,25.0,90.0,28.4,23.6,120.388,2.53,11:17:39.328
289,0.753,3.0,120.105,171.6,3.512,22.4,19.8,0.288,24.5,90.0,27.9,23.6,120.105,3.474,11:17:40.465
290,0.754,3.0,119.95,171.6,4.003,23.8,19.8,0.278,25.0,90.0,28.2,23.6,119.95,2.87,11:17:41.589
291,0.712,3.0,121.397,171.6,2.794,23.8,19.8,0.298,24.8,90.0,27.9,23.6,121.397,3.134,11:17:42.723
292,0.751,3.0,120.015,171.6,3.398,22.4,19.8,0.276,24.8,90.0,28.2,23.6,120.015,2.115,11:17:43.851
293,0.754,3.0,120.198,171.6,4.04,22.4,19.8,0.278,25.0,90.0,27.7,23.6,120.198,2.303,11:17:44.985
294,0.743,3.0,119.684,171.6,4.342,22.4,21.3,0.281,24.8,90.0,28.2,25.7,119.684,2.945,11:17:46.107
295,0.748,3.0,120.112,171.6,3.21,22.4,19.8,0.273,24.8,90.0,27.7,23.6,120.112,3.285,11:17:47.228
296,0.736,3.0,119.986,171.6,3.398,23.8,19.8,0.284,25.0,90.0,28.2,23.6,119.986,2.794,11:17:48.355
297,0.741,3.0,119.999,171.6,4.116,22.4,19.8,0.273,24.8,90.0,28.2,23.6,119.999,3.172,11:17:49.474
298,0.776,3.0,120.114,171.6,4.569,22.4,19.8,0.275,25.0,90.0,27.7,23.6,120.114,2.908,11:17:50.600
299,0.762,3.0,120.446,171.6,3.134,22.4,21.3,0.284,24.5,90.0,28.2,25.7,120.446,3.096,11:17:51.723
300,0.743,3.0,120.014,171.6,3.663,22.4,21.3,0.281,25.2,90.0,28.2,25.7,120.014,2.643,11:17:52.865
301,0.772,3.0,120.162,171.6,3.625,23.8,19.9,0.288,24.5,90.0,27.7,25.7,120.162,2.379,11:17:53.985
302,0.781,3.0,119.918,171.6,4.342,23.8,19.9,0.291,24.8,90.0,27.7,25.7,119.918,2.945,11:17:55.126
303,0.734,3.0,119.505,171.6,3.21,23.8,19.9,0.298,24.8,90.0,28.4,23.6,119.505,3.21,11:17:56.246
304,0.724,3.0,119.738,171.6,3.852,23.8,19.9,0.288,25.0,90.0,27.9,23.6,119.738,2.681,11:17:57.384
305,0.743,3.0,120.364,171.6,4.003,22.4,19.9,0.281,24.1,90.0,28.4,23.6,120.364,3.625,11:17:58.501
306,0.745,3.0,119.715,171.6,4.229,22.4,21.3,0.275,25.0,90.0,27.7,23.6,119.715,3.247,11:17:59.642
307,0.769,3.0,120.016,171.6,3.549,22.4,19.9,0.269,25.0,90.0,27.9,23.6,120.016,3.587,11:18:00.763
308,0.73,3.0,119.854,171.6,3.549,23.9,19.9,0.291,25.7,90.0,27.9,25.7,119.854,2.605,11:18:01.887
309,0.764,3.0,120.105,171.6,4.191,23.8,19.9,0.286,25.0,90.0,28.4,23.6,120.105,3.512,11:18:03.014
310,0.725,3.0,119.748,171.6,3.927,23.9,19.9,0.294,25.0,90.0,28.2,23.6,119.748,3.172,11:18:04.150
311,0.735,3.0,120.254,171.6,3.474,22.4,19.9,0.271,25.0,90.0,27.9,23.6,120.254,2.643,11:18:05.274
312,0.764,3.0,119.586,171.6,3.474,22.4,21.3,0.276,25.4,90.0,28.2,23.6,119.586,3.247,11:18:06.398
313,0.748,3.0,119.688,171.6,4.229,22.4,21.3,0.295,24.8,90.0,28.2,23.6,119.688,3.021,11:18:07.542
314,0.739,3.0,119.943,171.6,3.512,22.4,21.3,0.289,25.4,90.0,28.2,23.6,119.943,3.134,11:18:08.661
315,0.734,3.0,120.109,171.6,3.247,23.9,19.9,0.298,24.5,90.0,28.2,25.7,120.109,2.983,11:18:09.782
316,0.779,3.0,119.764,171.6,3.323,23.9,19.9,0.275,25.0,90.0,28.2,23.6,119.764,2.983,11:18:10.906
317,0.701,3.0,119.868,171.6,3.965,22.4,19.9,0.289,25.0,90.0,28.2,23.6,119.868,2.908,11:18:12.028
318,0.745,3.0,119.829,171.6,3.512,22.4,21.3,0.31,25.2,90.0,28.2,23.6,119.829,3.172,11:18:13.151
319,0.754,3.0,120.151,171.6,3.361,22.4,21.3,0.284,24.8,90.0,28.6,23.6,120.151,3.247,11:18:14.292
320,0.74,3.0,119.547,171.6,3.361,22.4,19.9,0.293,25.4,90.0,28.6,23.6,119.547,2.719,11:18:15.415
321,0.741,3.0,120.192,171.6,4.758,22.4,19.9,0.281,25.4,90.0,28.2,23.6,120.192,3.134,11:18:16.552
322,0.725,3.0,119.79,171.6,4.04,23.9,19.9,0.317,25.4,90.0,28.4,25.7,119.79,2.983,11:18:17.674
323,0.786,3.0,120.77,171.6,4.38,23.9,19.9,0.281,24.8,90.0,28.4,25.7,120.77,2.756,11:18:18.819
324,0.759,3.0,118.914,171.6,4.305,22.4,19.9,0.28,25.4,90.0,28.4,25.7,118.914,4.607,11:18:19.941
325,0.73,3.0,120.217,171.6,4.342,22.4,21.3,0.298,24.5,90.0,28.4,23.6,120.217,3.361,11:18:21.061
326,0.725,3.0,119.526,171.6,3.285,22.4,21.4,0.331,25.4,90.0,28.6,23.6,119.526,4.116,11:18:22.198
327,0.745,3.0,119.752,171.6,3.852,22.5,21.4,0.266,25.4,90.0,28.6,23.6,119.752,2.87,11:18:23.332
328,0.768,3.0,120.312,171.6,3.587,22.4,19.9,0.284,24.5,90.0,28.2,23.6,120.312,3.625,11:18:24.457
329,0.754,3.0,120.053,171.6,4.796,23.9,19.9,0.281,25.4,90.0,27.9,25.7,120.053,3.134,11:18:25.575
330,0.767,3.0,119.944,171.6,4.229,22.4,19.9,0.3,25.0,90.0,27.7,23.6,119.944,3.059,11:18:26.696
331,0.743,3.0,120.353,171.6,4.531,22.4,21.4,0.273,25.7,90.0,28.2,23.6,120.353,2.115,11:18:27.816
332,0.739,3.0,120.66,171.6,3.21,22.4,21.4,0.294,25.0,90.0,28.2,23.6,120.66,3.021,11:18:28.951
333,0.774,3.0,120.016,171.6,5.211,22.4,19.9,0.288,25.9,90.0,28.4,23.6,120.016,3.285,11:18:30.074
334,0.739,3.0,120.155,171.6,3.549,23.9,19.9,0.288,25.2,90.0,28.8,25.7,120.155,3.285,11:18:31.197
335,0.743,3.0,120.181,171.6,5.4,22.4,19.9,0.28,25.4,90.0,28.2,25.7,120.181,2.87,11:18:32.315
336,0.774,3.0,119.046,171.6,4.644,22.4,21.4,0.278,25.0,90.0,28.4,23.6,119.046,3.814,11:18:33.434
337,0.72,3.0,119.732,171.6,4.909,22.4,19.9,0.278,25.4,90.0,28.8,23.6,119.732,2.417,11:18:34.556
338,0.748,3.0,119.937,171.6,3.474,22.5,19.9,0.298,25.4,90.0,28.8,23.6,119.937,3.814,11:18:35.695
339,0.74,3.0,119.914,171.6,3.814,23.9,19.9,0.283,25.4,90.0,28.6,23.6,119.914,2.756,11:18:36.818
340,0.757,3.0,120.776,171.6,3.474,23.9,19.9,0.261,24.5,90.0,28.2,23.7,120.776,3.323,11:18:37.967
341,0.762,3.0,120.012,171.6,4.191,23.9,19.9,0.284,25.9,90.0,28.6,23.7,120.012,3.21,11:18:39.094
342,0.774,3.0,120.082,171.6,2.719,23.9,19.9,0.286,25.2,90.0,28.8,23.6,120.082,2.756,11:18:40.233
343,0.735,3.0,119.846,171.6,3.625,22.4,19.9,0.298,25.2,90.0,28.4,25.7,119.846,2.379,11:18:41.352
344,0.768,3.0,120.076,171.6,3.889,22.4,21.4,0.283,25.2,90.0,28.6,25.7,120.076,3.285,11:18:42.494
345,0.745,3.0,119.777,171.6,4.644,22.4,19.9,0.288,24.8,90.0,28.2,23.7,119.777,3.927,11:18:43.616
346,0.782,3.0,119.784,171.6,2.945,23.9,19.9,0.28,25.9,90.0,28.6,23.7,119.784,2.794,11:18:44.729
347,0.772,3.0,120.132,171.6,3.021,23.9,19.9,0.245,25.4,90.0,28.2,23.7,120.132,2.115,11:18:45.854
348,0.725,3.0,119.83,171.6,3.549,22.5,19.9,0.286,25.7,90.0,28.4,25.8,119.83,3.285,11:18:46.974
349,0.754,3.0,120.227,171.6,3.7,22.5,19.9,0.283,24.5,90.0,28.8,23.7,120.227,3.21,11:18:48.094
350,0.773,3.0,120.117,171.6,3.21,23.9,19.9,0.293,25.0,90.0,28.8,23.7,120.117,3.776,11:18:49.213
351,0.759,3.0,119.942,171.6,3.474,23.9,19.9,0.266,25.4,90.0,28.2,23.7,119.942,2.605,11:18:50.354
352,0.769,3.0,119.425,171.6,3.323,23.9,19.9,0.271,25.4,90.0,28.4,23.7,119.597,2.832,11:18:51.477
353,0.745,3.0,120.093,171.6,4.003,22.5,19.9,0.273,25.2,90.0,28.8,23.7,120.093,2.681,11:18:52.598
354,0.725,3.0,119.942,171.6,2.945,22.5,21.4,0.294,25.0,90.0,28.2,25.7,119.942,3.549,11:18:53.721
355,0.75,3.0,120.205,171.6,3.587,22.5,19.9,0.265,24.5,90.0,28.6,23.7,120.205,2.379,11:18:54.845
356,0.767,3.0,120.917,171.6,4.154,23.9,19.9,0.275,25.7,90.0,28.4,23.7,120.917,3.247,11:18:55.964
357,0.698,3.0,120.071,171.6,3.663,23.9,19.9,0.298,25.0,90.0,28.2,23.7,120.233,2.983,11:18:57.087
358,0.743,3.0,120.059,171.6,3.21,22.5,21.4,0.269,25.0,90.0,28.4,23.7,120.059,3.814,11:18:58.211
359,0.751,3.0,119.986,171.6,3.663,22.5,21.4,0.264,25.4,90.0,28.6,23.7,119.986,2.303,11:18:59.333
360,0.762,3.0,119.653,171.6,4.569,23.9,19.9,0.284,25.0,90.0,28.4,23.7,119.653,3.474,11:19:00.452
361,0.731,3.0,119.895,171.6,4.796,23.9,19.9,0.281,24.5,90.0,28.8,23.7,119.895,3.247,11:19:01.570
362,0.75,3.0,120.223,171.6,3.474,22.5,19.9,0.299,25.0,90.0,28.2,23.7,120.223,3.889,11:19:02.708
363,0.739,3.0,119.781,171.6,3.852,22.5,19.9,0.293,25.4,90.0,28.4,23.7,119.781,2.454,11:19:03.854
364,0.748,3.0,120.27,171.6,3.814,22.5,19.9,0.286,25.2,90.0,28.8,23.7,120.27,2.492,11:19:04.977
365,0.735,3.0,120.618,171.6,4.078,22.5,21.4,0.289,25.0,90.0,28.2,23.7,120.618,3.549,11:19:06.104
366,0.751,3.0,120.359,171.6,3.096,22.5,21.4,0.28,25.0,90.0,28.4,23.7,120.359,2.681,11:19:07.244
367,0.754,3.0,119.79,171.6,4.003,22.5,19.9,0.283,25.0,90.0,28.6,25.8,119.79,2.454,11:19:08.365
368,0.74,3.0,119.999,171.6,4.229,23.9,19.9,0.289,25.4,90.0,28.6,25.8,119.999,3.852,11:19:09.500
369,0.736,3.0,120.017,171.6,4.493,23.9,19.9,0.278,25.2,90.0,28.8,23.7,120.017,3.096,11:19:10.623
370,0.745,3.0,120.306,171.6,3.361,22.5,20.0,0.284,25.0,90.0,28.6,23.7,120.306,3.361,11:19:11.756
371,0.72,3.0,119.872,171.6,4.003,22.5,19.9,0.278,25.2,90.0,28.4,23.7,119.872,2.341,11:19:12.877
372,0.751,3.0,120.396,171.6,3.965,22.5,21.4,0.275,25.0,90.0,28.6,23.7,120.396,3.323,11:19:14.003
373,0.767,3.0,119.878,171.6,4.796,23.9,19.9,0.308,25.0,90.0,28.8,25.8,119.878,2.681,11:19:15.117
374,0.724,3.0,120.191,171.6,3.436,22.5,20.0,0.283,25.7,90.0,28.4,25.8,120.191,2.568,11:19:16.268
375,0.739,3.0,119.936,171.6,3.965,23.9,19.9,0.299,25.4,90.0,28.6,23.7,119.936,2.454,11:19:17.383
376,0.763,3.0,120.449,171.6,4.607,22.5,20.0,0.286,25.7,90.0,28.8,23.7,120.449,3.059,11:19:18.500
377,0.73,3.0,119.961,171.6,4.191,22.5,21.4,0.281,25.0,90.0,28.8,23.7,119.961,3.21,11:19:19.614
378,0.759,3.0,120.287,171.6,3.285,23.9,20.0,0.273,25.0,90.0,28.6,25.8,120.287,3.096,11:19:20.728
379,0.75,3.0,119.739,171.6,4.154,23.9,20.0,0.275,24.8,90.0,28.8,25.8,119.739,2.001,11:19:21.866
380,0.776,3.0,120.286,171.6,3.7,22.5,20.0,0.293,25.9,90.0,28.8,23.7,120.286,2.341,11:19:22.993
381,0.739,3.0,119.718,171.6,3.776,22.5,20.0,0.298,25.0,90.0,28.6,25.8,119.718,3.172,11:19:24.137
382,0.764,3.0,120.217,171.6,3.474,22.5,21.4,0.275,25.2,90.0,28.8,23.7,120.217,3.323,11:19:25.260
383,0.75,3.0,119.748,171.6,3.285,22.5,21.4,0.278,25.7,90.0,28.6,23.7,119.748,3.247,11:19:26.400
384,0.743,3.0,120.1,171.6,4.342,22.5,21.4,0.281,25.0,90.0,28.6,23.7,120.1,2.643,11:19:27.539
385,0.725,3.0,119.969,171.6,3.436,22.5,21.5,0.316,25.7,90.0,28.8,23.7,119.969,3.059,11:19:28.669
386,0.772,3.0,120.021,171.6,4.267,22.5,21.4,0.289,25.2,90.0,28.2,23.7,120.021,2.492,11:19:29.809
387,0.75,3.0,120.3,171.6,3.285,22.5,21.4,0.28,25.4,90.0,29.1,23.7,120.3,3.134,11:19:30.951
388,0.741,3.0,120.031,171.6,3.965,22.5,20.0,0.284,25.4,90.0,28.8,23.7,120.031,2.756,11:19:32.088
389,0.748,3.0,120.588,171.6,3.059,24.0,20.0,0.299,25.4,90.0,28.8,23.7,120.588,3.323,11:19:33.211
390,0.759,3.0,119.989,171.6,3.663,24.0,20.0,0.295,25.9,90.0,28.6,25.8,119.989,3.134,11:19:34.335
391,0.735,3.0,120.044,171.6,3.7,22.5,20.0,0.271,25.0,90.0,28.8,25.8,120.044,3.172,11:19:35.461
392,0.763,3.0,120.03,171.6,4.456,22.5,20.0,0.286,25.7,90.0,28.8,23.7,120.03,2.605,11:19:36.594
393,0.753,3.0,119.714,171.6,2.719,22.5,21.5,0.278,25.4,90.0,28.6,23.7,119.714,3.247,11:19:37.723
394,0.719,3.0,119.933,171.6,3.247,22.5,21.5,0.276,24.8,90.0,28.2,23.7,119.933,2.115,11:19:38.862
395,0.736,3.0,121.182,171.6,3.549,22.5,20.0,0.291,25.0,90.0,28.8,23.7,121.182,2.417,11:19:39.985
396,0.739,3.0,119.811,171.6,4.078,22.5,20.0,0.264,25.4,90.0,28.8,23.7,119.811,2.681,11:19:41.118
397,0.743,3.0,120.543,171.6,2.908,24.0,20.0,0.261,25.9,90.0,28.8,23.7,120.543,2.756,11:19:42.240
398,0.776,3.0,120.013,171.6,4.72,24.0,20.0,0.28,25.2,90.0,29.1,23.7,120.013,2.756,11:19:43.384
399,0.768,3.0,120.488,171.6,4.116,24.0,20.0,0.289,25.7,90.0,29.1,25.8,120.488,3.436,11:19:44.509
400,0.773,3.0,119.668,171.6,3.814,22.5,20.0,0.304,25.0,90.0,28.6,25.8,119.668,3.436,11:19:45.642
401,0.748,3.0,120.055,171.6,3.285,22.5,21.5,0.276,25.4,90.0,28.8,23.8,120.055,3.625,11:19:46.765
402,0.741,3.0,119.578,171.6,4.305,22.5,20.0,0.275,25.0,90.0,28.4,25.8,119.578,2.832,11:19:47.923
403,0.792,3.0,120.096,171.6,3.889,22.5,21.5,0.3,25.4,90.0,28.8,23.7,120.096,2.756,11:19:49.042
404,0.762,3.0,120.031,171.6,3.889,22.5,21.5,0.288,25.0,90.0,29.3,23.8,120.031,3.323,11:19:50.177
405,0.757,3.0,119.718,171.6,3.587,22.5,20.0,0.286,25.0,90.0,28.4,23.8,119.718,2.039,11:19:51.303
406,0.769,3.0,120.932,171.6,3.663,22.6,20.0,0.291,25.4,90.0,28.8,23.8,120.932,3.134,11:19:52.453
407,0.764,3.0,120.643,171.6,6.344,24.0,20.0,0.308,25.7,90.0,28.8,23.8,120.643,3.512,11:19:53.575
408,0.709,3.0,120.045,171.6,3.096,24.0,20.0,0.293,26.3,90.0,28.8,23.8,120.045,3.512,11:19:54.715
409,0.772,3.0,119.563,171.6,3.436,24.0,20.0,0.281,25.9,90.0,28.8,23.8,119.563,2.454,11:19:55.836
410,0.772,3.0,119.387,171.6,3.474,22.6,20.0,0.273,25.4,90.0,29.3,23.8,119.387,4.003,11:19:56.972
411,0.735,3.0,119.945,171.6,4.871,24.0,20.1,0.284,25.4,90.0,28.6,23.8,119.945,2.53,11:19:58.124
412,0.763,3.0,119.883,171.6,3.436,24.0,20.0,0.261,25.4,90.0,29.3,23.8,119.883,3.587,11:19:59.259
413,0.757,3.0,119.753,171.6,3.776,22.5,20.0,0.283,25.7,90.0,28.8,23.8,119.753,2.832,11:20:00.375
414,0.753,3.0,120.0,171.6,4.003,22.6,21.5,0.271,25.7,90.0,28.8,25.9,120.0,3.134,11:20:01.515
415,0.772,3.0,119.817,171.6,3.512,22.6,21.5,0.276,25.9,90.0,28.8,25.9,119.817,3.21,11:20:02.653
416,0.758,3.0,119.863,171.6,4.342,22.5,21.5,0.288,25.0,90.0,28.8,25.9,119.863,3.021,11:20:03.792
417,0.75,3.0,119.923,171.6,4.04,22.6,21.5,0.286,25.0,90.0,29.1,25.9,119.923,4.04,11:20:04.929
418,0.757,3.0,120.301,171.6,4.418,22.6,21.5,0.269,25.0,90.0,28.8,23.8,120.301,2.303,11:20:06.058
