Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
3683,0.688,3.0,119.537,171.6,4.04,21.9,21.7,0.265,36.8,90.0,40.9,24.3,119.537,3.247,12:28:06.875
3684,0.736,3.0,119.979,171.6,3.285,21.9,20.3,0.278,35.9,90.0,40.9,26.4,119.979,2.908,12:28:08.242
3685,0.701,3.0,119.876,171.6,3.814,21.9,20.3,0.288,35.5,90.0,40.9,24.3,119.876,3.134,12:28:09.602
3686,0.731,3.0,120.197,171.6,4.116,21.9,21.7,0.293,35.7,90.0,41.1,26.4,120.197,3.549,12:28:10.987
3687,0.73,3.0,119.966,171.6,3.663,23.4,20.3,0.284,36.3,90.0,40.9,24.3,119.966,2.228,12:28:12.339
3688,0.725,3.0,119.918,171.6,3.021,21.9,20.3,0.276,36.8,90.0,41.1,24.3,119.918,3.021,12:28:13.722
3689,0.72,3.0,119.912,171.6,4.456,21.9,20.3,0.293,35.3,90.0,41.3,26.4,119.912,2.983,12:28:15.094
3690,0.668,3.0,120.142,171.6,2.945,21.9,20.3,0.305,35.3,90.0,40.9,24.3,120.142,3.247,12:28:16.454
3691,0.793,3.0,119.735,171.6,4.003,21.9,20.3,0.254,35.1,90.0,40.9,26.4,119.735,2.681,12:28:17.815
3692,0.714,3.0,119.516,171.6,3.738,21.9,20.3,0.291,35.9,90.0,40.9,24.3,119.516,3.927,12:28:19.165
3693,0.734,3.0,120.102,171.6,4.191,21.9,21.7,0.276,35.9,90.0,40.9,26.4,120.102,2.945,12:28:20.548
3694,0.696,3.0,119.855,171.6,3.7,23.3,20.3,0.298,36.1,90.0,40.5,24.3,119.855,3.021,12:28:21.903
3695,0.693,3.0,120.181,171.6,3.059,21.9,20.3,0.265,35.5,90.0,41.3,26.4,120.181,2.87,12:28:23.256
3696,0.712,3.0,119.244,171.6,3.247,23.4,20.3,0.313,36.1,90.0,40.7,24.3,119.244,3.927,12:28:24.645
3697,0.692,3.0,120.439,171.6,3.323,21.9,20.3,0.291,36.3,90.0,40.9,24.3,120.439,3.21,12:28:25.999
3698,0.73,3.0,119.901,171.6,4.04,21.9,20.3,0.281,35.3,90.0,40.9,26.4,119.901,3.21,12:28:27.372
3699,0.701,3.0,120.197,171.6,3.512,21.9,20.3,0.294,35.7,90.0,40.9,24.3,120.197,2.379,12:28:28.731
3700,0.758,3.0,119.81,171.6,3.587,21.9,21.7,0.278,36.3,90.0,40.9,24.3,119.81,2.945,12:28:30.117
3701,0.717,3.0,119.966,171.6,3.587,23.4,20.3,0.295,35.1,90.0,40.9,24.3,119.966,2.643,12:28:31.472
3702,0.734,3.0,119.591,171.6,3.965,21.9,21.8,0.264,35.7,90.0,41.1,24.3,119.591,2.492,12:28:32.832
3703,0.73,3.0,120.323,171.6,2.794,21.9,20.3,0.286,36.3,90.0,40.9,26.4,120.323,2.605,12:28:34.218
3704,0.674,3.0,119.867,171.6,4.04,23.3,20.3,0.284,35.9,90.0,41.1,24.3,119.902,3.512,12:28:35.579
3705,0.746,3.0,121.404,171.6,3.549,21.9,21.7,0.288,35.7,90.0,40.9,24.3,121.404,2.908,12:28:36.953
3706,0.721,3.0,119.854,171.6,3.814,23.3,20.3,0.289,35.9,90.0,40.7,24.3,119.854,2.454,12:28:38.302
3707,0.706,3.0,120.801,171.6,2.945,21.9,20.3,0.275,35.5,90.0,40.7,24.3,120.801,3.738,12:28:39.691
3708,0.739,3.0,119.987,171.6,4.229,21.9,20.3,0.286,35.9,90.0,40.9,26.4,119.987,3.247,12:28:41.061
3709,0.693,3.0,120.1,171.6,3.927,21.9,20.3,0.295,36.1,90.0,40.9,24.3,120.1,2.983,12:28:42.418
3710,0.714,3.0,120.396,171.6,3.927,21.9,20.3,0.31,35.9,90.0,40.9,26.4,120.396,2.53,12:28:43.777
3711,0.731,3.0,119.893,171.6,3.285,21.9,20.3,0.3,36.3,90.0,40.7,24.3,119.893,2.945,12:28:45.145
3712,0.703,3.0,119.959,171.6,3.814,21.9,20.3,0.293,36.3,90.0,40.9,26.4,119.959,3.663,12:28:46.503
3713,0.735,3.0,119.632,171.6,4.229,23.4,20.3,0.283,36.5,90.0,40.7,24.3,119.632,3.361,12:28:47.874
3714,0.743,3.0,119.914,171.6,3.852,21.9,20.3,0.308,35.3,90.0,40.5,24.3,119.914,2.87,12:28:49.259
3715,0.731,3.0,119.928,171.6,4.229,23.4,20.3,0.28,35.9,90.0,40.9,24.3,119.928,2.87,12:28:50.601
3716,0.693,3.0,120.148,171.6,3.587,21.9,21.8,0.309,35.7,90.0,41.1,24.3,120.148,3.323,12:28:51.951
3717,0.735,3.0,120.095,171.6,3.549,23.4,20.3,0.3,35.9,90.0,40.9,24.3,120.095,2.681,12:28:53.318
3718,0.701,3.0,121.067,171.6,3.361,21.9,21.8,0.293,35.7,90.0,41.1,24.3,121.067,3.134,12:28:54.673
3719,0.763,3.0,120.04,171.6,4.267,23.3,20.3,0.305,36.3,90.0,40.7,24.3,120.04,3.021,12:28:56.043
3720,0.734,3.0,119.213,171.6,4.04,21.9,20.3,0.284,35.5,90.0,40.9,24.3,119.213,4.078,12:28:57.411
3721,0.736,3.0,119.915,171.6,4.116,21.9,21.8,0.293,35.7,90.0,40.9,24.3,119.915,2.19,12:28:58.794
3722,0.725,3.0,119.847,171.6,3.096,21.9,21.8,0.27,36.1,90.0,41.1,24.3,120.532,3.549,12:29:00.198
3723,0.693,3.0,120.148,171.6,3.7,21.9,20.3,0.284,35.5,90.0,40.7,26.4,120.148,2.983,12:29:01.578
3724,0.715,3.0,118.997,171.6,3.436,21.9,20.3,0.288,35.3,90.0,40.9,24.3,118.997,4.191,12:29:02.942
3725,0.731,3.0,119.946,171.6,4.682,21.9,20.3,0.298,35.5,90.0,40.9,26.4,119.946,2.001,12:29:04.294
3726,0.748,3.0,119.626,171.6,3.172,21.9,20.3,0.31,35.3,90.0,40.5,24.3,119.626,3.436,12:29:05.654
3727,0.678,3.0,120.07,171.6,3.587,21.9,20.3,0.286,35.7,90.0,41.1,26.4,120.07,3.361,12:29:07.024
3728,0.715,3.0,118.966,171.6,3.398,23.4,20.3,0.28,35.5,90.0,40.7,24.3,118.966,3.814,12:29:08.395
3729,0.745,3.0,120.395,171.6,3.134,21.9,21.8,0.281,35.7,90.0,41.1,26.4,120.395,2.87,12:29:09.749
3730,0.706,3.0,120.118,171.6,4.078,23.4,20.3,0.291,35.7,90.0,41.1,24.3,120.118,3.285,12:29:11.119
3731,0.736,3.0,119.959,171.6,3.814,21.9,20.3,0.286,35.9,90.0,40.9,26.4,119.959,2.454,12:29:12.468
3732,0.682,3.0,119.441,171.6,3.549,21.9,20.3,0.288,35.5,90.0,40.9,26.4,119.441,3.021,12:29:13.862
3733,0.754,3.0,119.818,171.6,3.323,21.9,20.3,0.278,35.3,90.0,41.1,24.3,119.818,3.172,12:29:15.220
3734,0.719,3.0,120.15,171.6,4.116,21.9,20.3,0.298,35.9,90.0,40.9,26.4,120.15,3.059,12:29:16.575
3735,0.725,3.0,120.362,171.6,3.889,21.9,20.3,0.284,35.7,90.0,40.9,24.3,120.362,3.436,12:29:17.941
3736,0.73,3.0,118.825,171.6,3.927,21.9,21.8,0.273,35.5,90.0,40.9,26.4,118.825,3.965,12:29:19.311
3737,0.674,3.0,120.049,171.6,3.172,23.4,20.3,0.303,35.9,90.0,40.9,26.4,120.049,3.776,12:29:20.682
3738,0.709,3.0,120.186,171.6,4.116,21.9,21.8,0.283,36.3,90.0,40.9,24.3,120.186,2.492,12:29:22.036
3739,0.692,3.0,119.623,171.6,3.549,23.4,20.3,0.256,35.5,90.0,40.9,26.4,119.623,3.361,12:29:23.412
3740,0.751,3.0,119.973,171.6,4.003,21.9,20.3,0.293,35.5,90.0,40.9,24.3,119.973,2.039,12:29:24.782
3741,0.72,3.0,119.334,171.6,3.285,21.9,20.3,0.308,35.9,90.0,40.7,26.4,119.334,3.398,12:29:26.150
3742,0.706,3.0,120.214,171.6,4.04,23.4,20.3,0.291,36.1,90.0,41.1,24.3,120.214,3.512,12:29:27.512
3743,0.715,3.0,119.634,171.6,3.889,21.9,20.3,0.294,35.7,90.0,41.1,26.4,119.634,2.681,12:29:28.866
3744,0.696,3.0,120.147,171.6,4.04,21.9,20.3,0.295,35.7,90.0,40.9,26.4,120.147,2.681,12:29:30.270
3745,0.709,3.0,119.824,171.6,3.852,21.9,20.3,0.308,35.7,90.0,40.7,24.3,119.824,3.285,12:29:31.625
3746,0.667,3.0,119.573,171.6,3.7,21.9,21.8,0.286,35.7,90.0,40.9,24.3,119.573,4.116,12:29:32.999
3747,0.731,3.0,119.59,171.6,4.154,23.4,20.3,0.281,35.7,90.0,40.7,24.3,119.59,3.738,12:29:34.371
3748,0.717,3.0,120.338,171.6,3.814,21.9,20.3,0.331,35.9,90.0,40.9,24.3,120.338,2.605,12:29:35.744
3749,0.726,3.0,119.929,171.6,4.418,21.9,20.3,0.288,36.3,90.0,40.9,26.4,119.929,3.512,12:29:37.100
3750,0.735,3.0,120.486,171.6,3.549,21.9,21.8,0.288,35.7,90.0,40.9,24.3,120.486,3.247,12:29:38.451
3751,0.673,3.0,120.443,171.6,3.512,21.9,20.3,0.298,36.3,90.0,40.5,26.4,120.443,2.152,12:29:39.823
3752,0.762,3.0,121.575,171.6,2.756,23.4,20.3,0.269,35.7,90.0,41.1,24.3,121.575,2.87,12:29:41.198
3753,0.701,3.0,119.953,171.6,4.947,21.9,20.3,0.289,35.7,90.0,41.3,26.4,119.953,2.454,12:29:42.544
3754,0.729,3.0,120.123,171.6,3.814,23.4,20.3,0.28,36.1,90.0,41.1,24.3,120.123,3.814,12:29:43.919
3755,0.714,3.0,119.774,171.6,3.738,21.9,21.8,0.276,36.1,90.0,41.1,24.3,119.774,2.115,12:29:45.279
3756,0.714,3.0,119.417,171.6,3.285,21.9,20.3,0.273,36.3,90.0,41.1,24.2,119.417,3.21,12:29:46.643
3757,0.692,3.0,119.971,171.6,4.154,21.9,21.7,0.288,35.3,90.0,40.9,24.3,119.971,3.361,12:29:48.017
3758,0.698,3.0,119.769,171.6,3.134,21.9,20.3,0.284,35.9,90.0,40.9,26.3,119.769,2.945,12:29:49.397
3759,0.729,3.0,119.843,171.6,3.436,21.9,20.3,0.295,35.7,90.0,41.3,24.3,119.843,2.983,12:29:50.751
3760,0.719,3.0,119.984,171.6,4.003,21.9,21.7,0.286,35.9,90.0,40.9,24.3,119.984,3.436,12:29:52.120
3761,0.687,3.0,119.865,171.6,3.096,21.9,20.3,0.294,36.3,90.0,40.9,26.4,119.865,3.361,12:29:53.503
3762,0.724,3.0,119.619,171.6,3.587,21.9,20.3,0.27,35.9,90.0,40.9,24.3,119.619,2.794,12:29:54.857
3763,0.719,3.0,120.112,171.6,3.285,21.9,20.3,0.308,35.7,90.0,41.1,26.3,120.112,2.266,12:29:56.220
3764,0.72,3.0,119.875,171.6,4.191,23.4,20.3,0.304,35.7,90.0,41.1,24.3,119.875,2.832,12:29:57.607
3765,0.678,3.0,119.953,171.6,3.361,23.4,20.3,0.286,35.5,90.0,40.9,24.3,119.953,3.21,12:29:58.996
3766,0.72,3.0,119.559,171.6,3.474,21.9,20.3,0.26,36.5,90.0,40.9,26.4,119.559,2.945,12:30:00.364
3767,0.697,3.0,120.362,171.6,3.512,23.4,20.3,0.275,36.3,90.0,40.9,24.2,120.362,3.436,12:30:01.734
3768,0.717,3.0,119.737,171.6,4.267,21.9,21.8,0.291,35.7,90.0,41.1,24.3,119.737,2.794,12:30:03.108
3769,0.709,3.0,120.21,171.6,3.549,21.9,21.8,0.295,35.5,90.0,40.9,24.2,120.21,2.983,12:30:04.493
3770,0.676,3.0,119.645,171.6,3.549,23.4,20.3,0.303,36.8,90.0,40.9,24.3,119.645,2.19,12:30:05.848
3771,0.734,3.0,120.485,171.6,3.172,21.9,20.3,0.278,35.9,90.0,40.9,26.3,120.485,2.983,12:30:07.205
3772,0.693,3.0,120.011,171.6,3.776,21.9,20.3,0.309,35.7,90.0,40.9,24.2,120.241,2.643,12:30:08.559
3773,0.724,3.0,120.288,171.6,3.285,21.9,21.8,0.299,36.3,90.0,41.1,24.3,120.288,3.021,12:30:09.930
3774,0.71,3.0,119.981,171.6,3.549,21.9,20.3,0.269,36.5,90.0,40.9,26.3,119.981,2.719,12:30:11.314
3775,0.726,3.0,120.362,171.6,2.945,21.9,20.3,0.278,35.9,90.0,40.9,24.2,120.362,3.059,12:30:12.685
3776,0.696,3.0,119.95,171.6,4.154,21.9,21.7,0.293,36.1,90.0,40.9,24.2,119.95,3.172,12:30:14.043
3777,0.71,3.0,119.105,171.6,3.21,21.9,20.3,0.293,36.3,90.0,40.9,24.2,119.105,3.738,12:30:15.398
3778,0.74,3.0,119.707,171.6,3.512,21.9,20.3,0.273,35.7,90.0,40.9,26.3,119.707,2.719,12:30:16.767
3779,0.714,3.0,120.074,171.6,3.323,23.4,20.3,0.294,36.1,90.0,41.3,24.2,120.074,3.474,12:30:18.137
3780,0.721,3.0,119.828,171.6,3.172,21.9,21.7,0.31,35.3,90.0,41.1,24.2,119.828,3.096,12:30:19.502
3781,0.715,3.0,119.6,171.6,3.738,23.4,20.3,0.286,35.5,90.0,40.9,26.3,119.528,2.794,12:30:20.858
3782,0.74,3.0,119.952,171.6,3.7,21.9,20.3,0.273,35.9,90.0,41.1,24.2,119.952,2.719,12:30:22.243
3783,0.706,3.0,119.795,171.6,3.361,21.9,21.7,0.31,36.1,90.0,40.7,24.2,119.795,3.474,12:30:23.616
3784,0.664,3.0,119.906,171.6,3.285,21.9,20.3,0.281,35.7,90.0,40.7,26.3,119.906,3.549,12:30:25.005
3785,0.701,3.0,119.638,171.6,3.587,21.9,20.3,0.284,35.7,90.0,40.9,24.2,119.638,2.643,12:30:26.360
3786,0.707,3.0,120.147,171.6,2.605,21.9,20.3,0.283,35.7,90.0,40.9,26.3,120.147,2.945,12:30:27.717
3787,0.707,3.0,119.932,171.6,3.436,21.9,20.3,0.314,35.7,90.0,40.9,24.2,119.932,2.719,12:30:29.076
3788,0.721,3.0,120.233,171.6,3.398,21.9,21.7,0.289,35.7,90.0,40.9,24.2,120.233,2.719,12:30:30.462
3789,0.721,3.0,121.193,171.6,3.663,23.4,20.3,0.289,36.1,90.0,40.7,26.3,121.193,2.266,12:30:31.837
3790,0.745,3.0,120.295,171.6,2.492,21.9,20.3,0.276,35.5,90.0,40.9,24.2,120.295,3.247,12:30:33.199
3791,0.696,3.0,119.977,171.6,3.436,21.9,21.7,0.293,35.7,90.0,40.9,24.2,119.977,3.096,12:30:34.581
3792,0.736,3.0,120.228,171.6,3.852,23.4,20.3,0.288,35.5,90.0,41.1,26.3,120.228,2.945,12:30:35.949
3793,0.701,3.0,121.434,171.6,3.361,23.4,20.3,0.293,36.5,90.0,40.9,24.2,121.434,2.492,12:30:37.330
3794,0.741,3.0,120.367,171.6,2.794,21.9,20.3,0.271,35.9,90.0,41.1,26.3,120.367,2.605,12:30:38.689
3795,0.698,3.0,119.946,171.6,4.154,21.9,20.3,0.304,35.9,90.0,40.9,24.2,119.946,3.247,12:30:40.044
3796,0.703,3.0,120.232,171.6,3.663,21.9,21.8,0.288,36.1,90.0,40.9,24.2,120.232,3.059,12:30:41.430
3797,0.707,3.0,121.813,171.6,3.549,21.9,20.3,0.295,35.5,90.0,41.1,26.3,121.813,2.152,12:30:42.813
3798,0.656,3.0,120.443,171.6,2.53,23.4,20.3,0.255,35.9,90.0,41.3,26.3,120.443,3.21,12:30:44.197
3799,0.721,3.0,119.898,171.6,4.04,21.9,20.3,0.284,36.3,90.0,40.9,24.2,119.898,2.87,12:30:45.569
3800,0.688,3.0,120.134,171.6,3.549,21.9,20.3,0.281,36.1,90.0,40.9,26.3,120.134,2.794,12:30:46.925
3801,0.73,3.0,119.934,171.6,4.456,21.9,20.3,0.275,35.9,90.0,41.3,24.2,119.934,2.266,12:30:48.287
3802,0.71,3.0,120.743,171.6,3.21,21.9,20.3,0.283,35.7,90.0,40.9,24.2,120.743,3.587,12:30:49.675
3803,0.724,3.0,120.22,171.6,3.776,21.9,20.3,0.286,36.5,90.0,40.9,24.2,120.22,3.285,12:30:51.062
3804,0.714,3.0,120.224,171.6,3.889,23.4,20.3,0.288,35.7,90.0,40.9,24.2,120.224,3.587,12:30:52.420
3805,0.66,3.0,119.654,171.6,4.003,21.9,20.3,0.303,35.9,90.0,41.3,26.3,119.654,2.756,12:30:53.774
3806,0.715,3.0,119.645,171.6,2.908,23.4,20.3,0.322,36.3,90.0,40.9,24.2,119.645,3.436,12:30:55.144
3807,0.703,3.0,119.993,171.6,5.022,21.9,20.3,0.278,35.5,90.0,40.9,24.1,119.993,3.134,12:30:56.527
3808,0.715,3.0,120.006,171.6,3.776,21.9,21.8,0.278,35.5,90.0,40.9,24.2,120.006,2.719,12:30:57.919
3809,0.717,3.0,120.229,171.6,3.625,23.4,20.3,0.281,35.5,90.0,41.1,24.2,120.229,2.379,12:30:59.273
3810,0.692,3.0,120.341,171.6,3.134,23.4,20.3,0.273,35.9,90.0,41.1,26.2,120.341,2.908,12:31:00.666
3811,0.692,3.0,120.187,171.6,4.04,23.4,20.3,0.304,35.9,90.0,41.3,24.1,120.187,2.87,12:31:02.070
3812,0.678,3.0,120.256,171.6,3.474,21.9,20.3,0.298,36.3,90.0,41.1,26.2,120.256,2.87,12:31:03.424
3813,0.726,3.0,119.839,171.6,3.474,21.9,20.3,0.284,35.5,90.0,40.9,24.1,119.839,2.039,12:31:04.781
3814,0.692,3.0,119.523,171.6,3.663,21.9,20.3,0.276,35.7,90.0,40.7,24.1,119.523,3.398,12:31:06.152
3815,0.72,3.0,120.173,171.6,4.342,21.9,20.3,0.276,35.7,90.0,40.9,26.2,120.173,2.756,12:31:07.545
3816,0.702,3.0,121.658,171.6,4.116,23.4,20.3,0.269,35.9,90.0,40.5,26.2,121.658,2.945,12:31:08.931
3817,0.709,3.0,119.947,171.6,3.927,21.9,20.3,0.284,35.7,90.0,40.9,24.1,119.947,2.379,12:31:10.305
3818,0.715,3.0,119.443,171.6,3.096,21.9,20.3,0.291,36.3,90.0,41.3,24.1,119.443,3.323,12:31:11.676
3819,0.679,3.0,119.976,171.6,3.965,23.4,20.3,0.303,35.9,90.0,41.1,24.1,119.976,2.832,12:31:13.044
3820,0.72,3.0,121.021,171.6,3.398,21.9,20.3,0.278,36.3,90.0,40.9,24.1,121.021,3.361,12:31:14.413
3821,0.707,3.0,120.163,171.6,4.191,21.9,20.3,0.293,35.7,90.0,40.9,26.2,120.163,2.039,12:31:15.785
3822,0.712,3.0,120.248,171.6,3.021,21.9,20.3,0.298,35.7,90.0,41.1,24.1,120.248,2.681,12:31:17.146
3823,0.715,3.0,120.05,171.6,3.814,21.9,20.3,0.273,35.9,90.0,41.3,24.1,120.05,3.059,12:31:18.517
3824,0.702,3.0,119.495,171.6,3.663,23.4,20.3,0.298,36.5,90.0,40.9,24.1,119.495,3.021,12:31:19.882
3825,0.703,3.0,120.163,171.6,3.096,21.9,20.3,0.289,35.7,90.0,40.9,24.1,120.163,2.794,12:31:21.258
3826,0.658,3.0,118.959,171.6,3.436,21.9,20.3,0.3,36.5,90.0,40.9,24.1,118.959,3.852,12:31:22.641
3827,0.712,3.0,119.703,171.6,3.738,23.4,20.3,0.303,35.9,90.0,40.9,26.2,119.703,2.983,12:31:24.015
3828,0.682,3.0,118.861,171.6,3.172,21.9,20.3,0.293,36.8,90.0,40.9,24.1,118.861,3.172,12:31:25.387
3829,0.725,3.0,120.728,171.6,3.7,21.9,21.8,0.271,35.7,90.0,40.9,24.1,120.728,2.417,12:31:26.758
3830,0.702,3.0,119.844,171.6,3.663,21.9,20.3,0.283,36.1,90.0,41.3,24.1,119.844,3.549,12:31:28.126
3831,0.687,3.0,119.937,171.6,3.474,21.9,21.8,0.284,36.1,90.0,40.9,24.1,119.937,2.832,12:31:29.505
3832,0.707,3.0,119.472,171.6,3.776,22.0,21.8,0.278,36.3,90.0,40.9,24.1,119.472,3.663,12:31:30.882
3833,0.703,3.0,119.732,171.6,2.945,23.4,20.3,0.291,35.7,90.0,41.1,24.1,119.732,2.643,12:31:32.251
3834,0.712,3.0,119.976,171.6,3.663,21.9,20.3,0.299,35.7,90.0,40.9,24.1,119.976,3.474,12:31:33.632
3835,0.688,3.0,119.845,171.6,3.398,21.9,21.8,0.284,35.1,90.0,41.5,24.1,119.845,2.908,12:31:34.998
3836,0.726,3.0,119.776,171.6,4.191,23.4,20.3,0.276,36.1,90.0,40.9,24.1,119.776,3.323,12:31:36.371
3837,0.706,3.0,120.477,171.6,3.776,21.9,20.3,0.298,36.5,90.0,40.9,24.1,120.477,2.681,12:31:37.757
3838,0.698,3.0,118.518,171.6,3.134,21.9,21.8,0.31,35.9,90.0,40.9,24.1,118.518,3.814,12:31:39.142
3839,0.717,3.0,120.203,171.6,3.512,23.4,20.3,0.286,35.9,90.0,41.3,26.2,120.203,3.285,12:31:40.509
3840,0.671,3.0,119.432,171.6,3.776,21.9,20.3,0.289,36.3,90.0,41.1,24.1,119.432,3.361,12:31:41.879
3841,0.72,3.0,120.278,171.6,3.172,21.9,21.8,0.283,35.7,90.0,40.9,24.1,120.278,2.681,12:31:43.264
3842,0.691,3.0,119.55,171.6,2.983,21.9,20.3,0.265,35.9,90.0,40.9,26.1,119.55,3.172,12:31:44.639
3843,0.721,3.0,119.959,171.6,3.7,21.9,20.3,0.288,35.7,90.0,41.1,24.1,119.959,3.172,12:31:46.014
3844,0.714,3.0,116.812,171.6,3.587,21.9,21.8,0.276,36.3,90.0,41.1,24.1,116.812,4.909,12:31:47.387
3845,0.687,3.0,119.947,171.6,3.776,21.9,20.3,0.266,35.7,90.0,40.9,24.1,119.947,1.926,12:31:48.779
3846,0.706,3.0,120.061,171.6,3.134,23.4,20.3,0.313,36.1,90.0,40.9,26.1,120.061,2.87,12:31:50.148
3847,0.697,3.0,120.122,171.6,4.493,21.9,21.8,0.283,35.5,90.0,40.7,24.0,120.122,2.832,12:31:51.522
3848,0.712,3.0,118.93,171.6,3.436,21.9,20.3,0.295,36.5,90.0,41.3,26.2,118.93,3.549,12:31:52.896
3849,0.71,3.0,119.23,171.6,4.644,21.9,20.3,0.276,35.7,90.0,40.9,24.0,119.23,3.587,12:31:54.251
3850,0.71,3.0,119.607,171.6,3.927,21.9,20.3,0.305,35.7,90.0,41.3,24.1,119.607,3.663,12:31:55.622
3851,0.715,3.0,119.533,171.6,3.776,23.4,20.3,0.283,35.7,90.0,40.9,26.1,119.533,3.436,12:31:56.987
3852,0.684,3.0,119.676,171.6,3.247,21.9,21.8,0.278,36.3,90.0,40.9,24.0,119.676,2.681,12:31:58.361
3853,0.726,3.0,120.182,171.6,3.398,21.9,21.8,0.273,36.5,90.0,40.9,24.0,120.182,3.096,12:31:59.749
3854,0.651,3.0,119.811,171.6,3.398,23.4,20.3,0.309,35.7,90.0,40.9,26.1,119.811,3.587,12:32:01.122
3855,0.693,3.0,120.093,171.6,3.247,23.4,20.3,0.294,35.7,90.0,41.1,24.0,120.093,2.983,12:32:02.509
3856,0.702,3.0,119.596,171.6,3.323,21.9,21.8,0.273,36.3,90.0,40.9,24.0,119.596,3.512,12:32:03.880
3857,0.72,3.0,119.557,171.6,2.87,23.4,20.3,0.266,36.1,90.0,40.9,26.1,119.557,2.87,12:32:05.247
3858,0.709,3.0,119.825,171.6,3.436,21.9,20.3,0.284,35.7,90.0,41.1,24.0,119.825,3.361,12:32:06.623
3859,0.714,3.0,119.934,171.6,3.323,21.9,21.8,0.289,35.7,90.0,40.9,24.0,119.934,3.738,12:32:08.016
3860,0.717,3.0,118.981,171.6,3.134,22.0,20.3,0.278,35.3,90.0,40.9,24.0,118.981,4.04,12:32:09.387
3861,0.692,3.0,119.753,171.6,3.021,21.9,20.3,0.271,36.3,90.0,41.1,24.0,119.753,2.303,12:32:10.834
3862,0.719,3.0,119.612,171.6,2.945,21.9,21.8,0.269,36.1,90.0,40.9,24.0,119.612,3.134,12:32:12.217
3863,0.676,3.0,120.032,171.6,4.003,21.9,20.3,0.288,35.7,90.0,41.3,24.0,120.032,2.681,12:32:13.588
3864,0.73,3.0,120.163,171.6,3.436,21.9,20.3,0.291,36.3,90.0,41.1,24.0,120.163,3.172,12:32:14.957
3865,0.697,3.0,120.159,171.6,3.096,22.0,20.3,0.28,36.1,90.0,40.9,24.0,120.159,2.341,12:32:16.317
3866,0.703,3.0,120.226,171.6,2.568,23.4,20.3,0.278,35.9,90.0,41.3,26.1,120.226,2.756,12:32:17.699
3867,0.703,3.0,120.012,171.6,3.436,21.9,20.3,0.288,36.3,90.0,40.9,24.0,120.012,2.832,12:32:19.071
3868,0.679,3.0,120.18,171.6,3.436,21.9,21.7,0.291,35.9,90.0,41.1,24.0,120.18,2.454,12:32:20.461
3869,0.729,3.0,120.006,171.6,3.814,23.4,20.3,0.27,35.7,90.0,40.9,26.1,120.006,2.53,12:32:21.828
3870,0.686,3.0,120.175,171.6,2.341,21.9,20.3,0.286,36.1,90.0,40.9,24.0,120.175,2.908,12:32:23.197
3871,0.72,3.0,119.999,171.6,3.285,21.9,21.8,0.299,35.9,90.0,41.3,24.0,119.999,2.417,12:32:24.583
3872,0.726,3.0,120.061,171.6,2.945,22.0,20.3,0.28,35.9,90.0,41.1,24.0,120.061,2.417,12:32:25.965
3873,0.714,3.0,120.19,171.6,3.285,22.0,20.3,0.266,36.3,90.0,40.9,24.0,120.19,2.228,12:32:27.322
3874,0.715,3.0,120.01,171.6,2.266,21.9,21.8,0.286,36.3,90.0,41.5,24.0,120.01,3.474,12:32:28.698
3875,0.674,3.0,120.014,171.6,4.078,21.9,20.3,0.299,35.5,90.0,40.9,24.0,120.014,3.172,12:32:30.133
3876,0.726,3.0,119.885,171.6,3.361,22.0,20.3,0.286,36.3,90.0,41.1,24.0,119.885,2.983,12:32:31.487
3877,0.693,3.0,119.353,171.6,3.474,23.4,20.3,0.278,36.1,90.0,41.5,26.1,119.353,3.738,12:32:32.860
3878,0.714,3.0,120.069,171.6,3.549,21.9,21.7,0.283,35.7,90.0,40.9,24.0,120.069,2.87,12:32:34.237
3879,0.707,3.0,120.179,171.6,3.7,21.9,20.3,0.276,36.1,90.0,40.9,24.0,120.179,3.436,12:32:35.619
3880,0.707,3.0,119.974,171.6,4.078,23.4,20.3,0.293,35.7,90.0,40.9,26.1,119.974,2.87,12:32:36.993
3881,0.693,3.0,119.566,171.6,3.323,22.0,21.8,0.281,36.3,90.0,41.1,24.0,119.566,2.492,12:32:38.366
3882,0.682,3.0,120.589,171.6,2.756,22.0,21.8,0.289,36.3,90.0,40.9,24.0,120.589,2.53,12:32:39.750
3883,0.717,3.0,120.003,171.6,3.549,23.4,20.3,0.289,35.7,90.0,40.9,26.1,120.003,3.361,12:32:41.119
3884,0.706,3.0,119.974,171.6,3.663,23.4,20.3,0.286,35.9,90.0,40.9,26.1,119.974,3.059,12:32:42.507
3885,0.71,3.0,119.619,171.6,3.134,21.9,21.8,0.289,35.9,90.0,40.9,24.0,119.619,3.285,12:32:43.877
3886,0.706,3.0,119.976,171.6,3.059,23.4,20.3,0.283,36.3,90.0,41.1,26.0,119.976,2.983,12:32:45.251
3887,0.686,3.0,119.71,171.6,3.852,22.0,20.3,0.291,35.7,90.0,41.3,24.0,119.71,3.776,12:32:46.620
3888,0.714,3.0,120.082,171.6,3.323,21.9,21.7,0.283,36.3,90.0,40.9,24.0,120.082,2.908,12:32:48.005
