Log,ac_flowrate,mixer_torque_M1,mixer_torque_M2,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_speed_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,cp_pressure,mixer_speed_M1,Time
3650,0.0,3.059,2.228,25.0,1.5,0.046,26.9,119.45,38.8,35.7,0.407,119.45,13:31:37.068
3651,0.0,1.888,3.512,25.0,1.5,0.031,25.4,119.827,38.6,35.5,0.446,119.827,13:31:38.405
3652,0.0,2.454,2.568,25.0,1.5,0.027,25.4,120.811,38.8,36.8,0.476,120.811,13:31:39.770
3653,0.0,3.021,4.644,25.0,1.5,0.0,25.4,119.634,38.6,36.3,0.479,119.634,13:31:41.165
3654,0.0,3.436,2.53,25.0,1.5,0.037,25.4,119.172,38.6,35.7,0.465,119.172,13:31:42.491
3655,0.0,3.361,2.681,25.0,1.5,0.088,26.9,119.675,38.8,35.7,0.422,119.675,13:31:43.814
3656,0.0,2.794,3.021,24.9,1.5,0.068,25.4,119.768,39.0,35.7,0.463,119.768,13:31:45.159
3657,0.0,2.643,2.53,26.4,1.5,0.032,25.4,121.053,39.0,36.3,0.433,121.053,13:31:46.484
3658,0.0,2.719,3.134,25.0,1.5,0.06,25.4,120.039,38.4,35.7,0.417,120.039,13:31:47.793
3659,0.0,2.53,2.417,26.4,1.5,0.037,25.4,120.457,38.8,36.3,0.446,120.457,13:31:49.135
3660,0.0,3.134,3.059,25.0,1.5,0.078,25.4,119.368,39.2,35.7,0.393,119.368,13:31:50.462
3661,0.0,3.361,2.87,25.0,1.5,0.024,25.4,120.058,38.8,35.9,0.421,120.058,13:31:51.789
3662,0.0,2.643,2.756,25.0,1.5,0.051,25.4,120.201,39.0,35.7,0.436,120.201,13:31:53.128
3663,0.0,2.756,2.719,25.0,1.5,0.032,26.8,119.719,39.0,36.1,0.453,119.719,13:31:54.440
3664,0.0,2.568,2.832,25.0,1.5,0.037,25.4,120.209,38.8,35.7,0.416,120.209,13:31:55.766
3665,0.0,2.719,2.908,25.0,1.5,0.022,25.4,119.757,38.4,35.7,0.433,119.757,13:31:57.085
3666,0.0,2.719,3.738,26.4,1.5,0.044,25.4,120.273,38.8,35.7,0.441,120.273,13:31:58.425
3667,0.0,3.512,2.605,26.4,1.5,0.022,25.4,119.547,39.2,35.7,0.435,119.547,13:31:59.749
3668,0.0,3.134,2.568,26.4,1.5,0.017,25.4,119.661,39.0,35.5,0.402,119.661,13:32:01.075
3669,0.0,2.152,3.059,25.0,1.5,0.029,25.4,119.932,39.0,35.7,0.468,119.932,13:32:02.399
3670,0.0,3.172,3.21,25.0,1.5,0.046,25.4,119.887,39.2,35.7,0.42,119.887,13:32:03.727
3671,0.0,3.361,2.908,26.4,1.5,0.034,25.4,119.743,38.8,35.7,0.417,119.743,13:32:05.100
3672,0.0,3.361,2.719,26.4,1.5,0.056,25.4,119.569,39.0,36.3,0.393,119.569,13:32:06.426
3673,0.0,3.21,2.643,25.0,1.5,0.0,25.4,119.618,39.0,35.3,0.448,119.618,13:32:07.751
3674,0.0,2.719,2.568,25.0,1.5,0.103,25.4,120.101,39.0,35.9,0.4,120.101,13:32:09.075
3675,0.0,2.492,2.719,25.0,1.5,0.022,25.3,120.029,38.6,35.9,0.458,120.029,13:32:10.384
3676,0.0,3.172,2.379,25.0,1.5,0.039,25.4,119.88,39.0,36.5,0.449,119.88,13:32:11.710
3677,0.0,2.983,2.417,25.0,1.5,0.049,26.8,119.679,39.2,35.7,0.428,119.679,13:32:13.046
3678,0.0,2.303,2.832,25.0,1.5,0.096,25.4,120.55,38.8,35.7,0.42,120.55,13:32:14.389
3679,0.0,2.417,2.379,26.4,1.5,0.022,25.3,120.62,38.8,35.7,0.446,120.62,13:32:15.709
3680,0.0,3.927,2.719,26.5,1.5,0.024,25.4,119.246,39.0,35.7,0.422,119.246,13:32:17.036
3681,0.0,2.115,2.832,25.0,1.5,0.039,25.4,121.137,38.8,35.9,0.438,121.137,13:32:18.372
3682,0.0,3.398,2.983,25.0,1.5,0.032,26.8,119.193,38.8,36.3,0.458,119.193,13:32:19.710
3683,0.0,3.21,2.681,25.0,1.5,0.034,25.4,119.647,39.0,36.5,0.455,119.647,13:32:21.053
3684,0.0,2.643,2.945,26.4,1.5,0.083,25.4,119.799,38.4,35.7,0.411,119.799,13:32:22.395
3685,0.0,2.719,2.983,25.0,1.5,0.055,25.3,119.861,38.8,36.3,0.416,119.861,13:32:23.718
3686,0.0,2.87,2.643,25.0,1.5,0.035,25.4,119.594,38.8,35.9,0.448,119.594,13:32:25.046
3687,0.0,2.379,2.605,25.0,1.5,0.059,26.8,120.051,38.8,36.1,0.426,120.051,13:32:26.373
3688,0.0,2.568,3.549,25.0,1.5,0.027,26.8,120.195,38.6,36.1,0.449,120.195,13:32:27.687
3689,0.0,2.87,2.341,25.0,1.5,0.05,25.3,120.061,38.8,35.5,0.443,120.061,13:32:29.033
3690,0.0,3.059,2.605,26.4,1.5,0.044,25.3,120.1,38.4,35.7,0.431,120.1,13:32:30.372
3691,0.0,2.832,2.53,26.4,1.5,0.02,25.4,119.784,38.8,35.5,0.433,119.784,13:32:31.688
3692,0.0,2.983,2.077,26.4,1.5,0.037,25.4,119.902,39.0,35.9,0.459,119.902,13:32:33.005
3693,0.0,2.303,3.096,25.0,1.5,0.037,26.8,119.985,38.8,35.7,0.446,119.985,13:32:34.361
3694,0.0,2.832,2.756,25.0,1.5,0.046,25.4,119.587,38.6,36.1,0.421,119.587,13:32:35.701
3695,0.0,2.379,2.341,25.0,1.5,0.039,25.3,119.898,38.6,35.7,0.492,119.898,13:32:37.033
3696,0.0,2.341,3.285,26.4,1.5,0.042,25.3,120.711,38.6,35.7,0.496,120.711,13:32:38.372
3697,0.0,2.681,3.285,25.0,1.5,0.032,26.8,120.154,38.8,36.3,0.459,120.154,13:32:39.714
3698,0.0,3.021,2.832,26.4,1.5,0.078,25.4,119.853,39.0,35.9,0.421,119.853,13:32:41.072
3699,0.0,2.152,3.247,25.0,1.5,0.027,25.3,119.861,38.8,36.1,0.446,119.861,13:32:42.401
3700,0.0,2.719,2.983,25.0,1.5,0.021,25.4,120.326,39.2,35.9,0.458,120.326,13:32:43.729
3701,0.0,2.87,2.417,25.0,1.5,0.002,25.3,119.964,39.0,35.7,0.469,119.964,13:32:45.058
3702,0.0,2.077,2.908,25.0,1.5,0.059,25.3,119.785,38.8,35.7,0.449,119.785,13:32:46.396
3703,0.0,2.87,3.512,25.0,1.5,0.017,25.3,120.049,38.6,36.1,0.438,120.049,13:32:47.721
3704,0.0,3.096,2.417,26.5,1.5,0.044,25.3,119.953,38.8,36.3,0.435,119.953,13:32:49.061
3705,0.0,2.228,3.096,26.4,1.5,0.04,25.3,119.922,38.4,36.3,0.468,119.922,13:32:50.386
3706,0.0,3.172,3.096,26.5,1.5,0.051,25.3,119.91,38.8,36.1,0.436,119.91,13:32:51.711
3707,0.0,2.87,1.888,25.0,1.5,0.049,25.3,119.962,39.0,35.7,0.439,119.962,13:32:53.072
3708,0.0,2.001,2.945,26.5,1.5,0.042,25.3,119.917,38.8,35.9,0.47,119.917,13:32:54.413
3709,0.0,2.605,2.568,26.5,1.5,0.031,25.3,120.561,38.8,36.3,0.443,120.561,13:32:55.739
3710,0.0,2.643,2.643,25.0,1.5,0.056,25.3,119.526,39.0,36.1,0.488,119.526,13:32:57.081
3711,0.0,1.964,3.134,25.0,1.5,0.012,26.8,119.752,38.6,35.7,0.483,119.752,13:32:58.410
3712,0.0,3.021,2.983,25.0,1.5,0.045,25.3,120.381,39.5,36.8,0.441,120.381,13:32:59.751
3713,0.0,2.228,3.172,26.5,1.5,0.042,25.3,119.796,38.6,35.7,0.403,119.796,13:33:01.090
3714,0.0,2.53,3.059,25.0,1.5,0.054,26.8,119.824,38.6,35.9,0.413,119.824,13:33:02.438
3715,0.0,3.852,2.228,25.0,1.5,0.039,26.8,119.373,38.6,35.9,0.435,119.373,13:33:03.760
3716,0.0,2.794,3.361,25.0,1.5,0.035,26.8,120.098,39.2,36.1,0.416,120.098,13:33:05.076
3717,0.0,1.888,2.53,25.0,1.5,0.054,26.8,120.039,38.6,35.9,0.448,120.039,13:33:06.400
3718,0.0,2.719,2.756,25.0,1.5,0.035,25.3,119.958,39.0,36.3,0.465,119.958,13:33:07.743
3719,0.0,2.152,2.87,25.0,1.5,0.063,25.3,120.144,38.6,35.7,0.45,120.144,13:33:09.085
3720,0.0,1.737,2.454,25.0,1.5,0.031,25.3,120.56,38.6,36.1,0.454,120.56,13:33:10.411
3721,0.0,2.87,2.983,25.0,1.5,0.067,25.3,119.592,39.0,36.1,0.481,119.592,13:33:11.733
3722,0.0,3.323,2.266,25.0,1.5,0.045,25.3,119.222,38.6,36.1,0.433,119.222,13:33:13.074
3723,0.0,2.001,2.719,26.4,1.5,0.06,25.3,120.296,39.0,35.7,0.415,120.296,13:33:14.416
3724,0.0,2.832,2.492,26.4,1.5,0.017,25.3,121.291,39.0,35.9,0.464,121.291,13:33:15.745
3725,0.0,2.303,2.756,25.0,1.5,0.034,26.8,120.077,39.0,35.7,0.47,120.077,13:33:17.102
3726,0.0,2.341,2.492,26.4,1.5,0.098,25.3,119.954,38.6,36.1,0.431,119.954,13:33:18.446
3727,0.0,2.756,2.417,26.4,1.5,0.016,25.3,119.669,39.0,36.3,0.47,119.669,13:33:19.777
3728,0.0,2.719,3.927,25.0,1.5,0.032,25.3,119.862,39.0,35.9,0.443,119.862,13:33:21.104
3729,0.0,2.681,2.681,25.0,1.5,0.022,25.3,119.712,38.4,35.9,0.477,119.712,13:33:22.434
3730,0.0,2.832,2.379,25.0,1.5,0.017,26.8,120.608,39.0,36.5,0.422,120.608,13:33:23.762
3731,0.0,2.303,2.492,25.0,1.5,0.063,26.8,119.958,38.8,35.9,0.46,119.958,13:33:25.083
3732,0.0,1.775,2.719,25.0,1.5,0.026,26.8,120.366,39.2,36.1,0.463,120.366,13:33:26.412
3733,0.0,2.794,2.605,26.5,1.5,0.054,25.3,120.85,39.2,36.5,0.441,120.85,13:33:27.751
3734,0.0,2.832,2.454,26.4,1.5,0.035,25.3,119.767,38.8,36.5,0.411,119.767,13:33:29.082
3735,0.0,2.53,2.756,25.0,1.5,0.034,26.8,119.966,38.8,35.9,0.515,119.966,13:33:30.422
3736,0.0,3.021,2.454,25.0,1.5,0.044,25.3,119.608,39.2,35.9,0.449,119.608,13:33:31.738
3737,0.0,2.454,3.096,25.0,1.5,0.046,25.3,119.934,38.8,35.9,0.441,119.934,13:33:33.085
3738,0.0,2.341,2.53,26.5,1.5,0.024,25.3,119.848,38.6,36.1,0.448,119.848,13:33:34.441
3739,0.0,2.152,2.53,25.0,1.5,0.034,25.3,119.902,39.0,36.3,0.446,119.902,13:33:35.766
3740,0.0,2.001,2.983,25.0,1.5,0.011,25.3,120.387,38.6,36.3,0.411,120.387,13:33:37.092
3741,0.0,2.077,3.021,25.0,1.5,0.022,26.8,120.391,39.0,36.3,0.496,120.391,13:33:38.420
3742,0.0,3.285,2.681,25.0,1.5,0.039,25.3,119.774,39.0,35.9,0.459,119.774,13:33:39.748
3743,0.0,2.379,2.605,26.5,1.5,0.079,25.3,119.654,39.0,36.1,0.402,119.654,13:33:41.094
3744,0.0,2.643,3.172,25.0,1.5,0.087,25.3,119.817,39.0,36.1,0.443,119.817,13:33:42.422
3745,0.0,3.776,2.643,25.0,1.5,0.017,25.3,119.871,39.0,35.7,0.449,119.871,13:33:43.747
3746,0.0,2.568,2.794,25.0,1.5,0.002,26.8,119.687,39.0,35.9,0.464,119.687,13:33:45.088
3747,0.0,1.85,2.983,25.0,1.5,0.056,26.8,119.922,38.4,36.3,0.463,119.922,13:33:46.403
3748,0.0,2.605,3.361,25.0,1.5,0.037,26.8,120.189,39.0,36.1,0.458,120.189,13:33:47.726
3749,0.0,2.719,2.19,25.0,1.5,0.017,25.3,120.007,39.0,36.3,0.483,120.007,13:33:49.056
3750,0.0,2.077,2.719,26.4,1.5,0.06,25.3,119.977,39.0,35.9,0.501,119.977,13:33:50.401
3751,0.0,2.945,2.908,25.0,1.5,0.082,25.3,119.858,38.6,36.8,0.463,119.858,13:33:51.730
3752,0.0,3.21,2.19,25.0,1.5,0.084,25.3,119.511,39.0,36.1,0.465,119.511,13:33:53.057
3753,0.0,2.719,2.832,25.0,1.5,0.022,26.8,119.908,39.0,35.3,0.47,119.908,13:33:54.390
3754,0.0,3.059,2.605,25.0,1.5,0.022,25.3,119.598,38.8,35.5,0.469,119.598,13:33:55.730
3755,0.0,2.832,1.926,26.5,1.5,0.087,25.3,119.906,39.0,36.1,0.496,119.906,13:33:57.071
3756,0.0,2.643,3.096,25.0,1.5,0.04,25.3,119.624,38.8,36.3,0.498,119.624,13:33:58.396
3757,0.0,2.454,2.228,25.0,1.5,0.011,26.8,120.565,38.4,36.3,0.454,120.565,13:33:59.738
3758,0.0,2.87,2.266,25.0,1.5,0.051,26.8,119.823,38.6,35.9,0.469,119.823,13:34:01.061
3759,0.0,2.379,2.794,25.0,1.5,0.024,25.3,120.129,38.8,35.9,0.497,120.129,13:34:02.389
3760,0.0,3.927,2.719,26.5,1.5,0.022,25.3,118.999,38.8,35.9,0.47,118.999,13:34:03.726
3761,0.0,2.983,1.926,25.0,1.5,0.007,25.3,119.953,39.0,36.3,0.453,119.953,13:34:05.065
3762,0.0,1.812,2.605,25.0,1.5,0.049,26.8,119.961,38.6,35.7,0.454,119.961,13:34:06.405
3763,0.0,3.512,2.719,25.0,1.5,0.045,26.8,119.732,38.6,35.9,0.508,119.732,13:34:07.729
3764,0.0,3.172,2.454,25.0,1.5,0.017,25.3,120.026,39.0,36.1,0.497,120.026,13:34:09.071
3765,0.0,2.266,3.474,26.5,1.5,0.007,25.3,119.924,38.6,35.9,0.469,119.924,13:34:10.396
3766,0.0,2.719,2.87,26.5,1.5,0.016,25.3,119.78,39.0,35.9,0.487,119.78,13:34:11.725
3767,0.0,2.832,2.19,25.0,1.5,0.032,26.8,120.21,39.0,35.9,0.45,120.21,13:34:13.066
3768,0.0,2.341,3.021,25.0,1.5,0.0,26.8,119.897,38.8,35.5,0.516,119.897,13:34:14.386
3769,0.0,2.341,3.021,25.0,1.5,0.061,25.3,119.937,39.0,35.9,0.474,119.937,13:34:15.723
3770,0.0,2.454,2.681,25.0,1.5,0.039,25.3,120.21,39.2,36.3,0.47,120.21,13:34:17.043
3771,0.0,2.605,3.474,25.0,1.5,0.032,25.3,119.931,39.2,36.1,0.477,119.931,13:34:18.366
3772,0.0,2.87,2.53,25.0,1.5,0.026,25.3,120.51,38.6,35.7,0.458,120.51,13:34:19.692
3773,0.0,2.228,2.152,26.5,1.5,0.006,25.3,119.939,38.6,36.8,0.501,119.939,13:34:21.016
3774,0.0,2.568,3.512,25.0,1.5,0.0,25.3,120.0,39.0,35.5,0.492,120.0,13:34:22.360
3775,0.0,3.134,3.172,25.0,1.5,0.032,25.3,120.044,39.0,35.7,0.493,120.044,13:34:23.678
3776,0.0,2.379,2.039,25.0,1.5,0.026,26.8,119.986,38.6,35.3,0.458,119.986,13:34:25.019
3777,0.0,2.001,3.474,25.0,1.5,0.073,25.3,120.202,39.0,35.7,0.501,120.202,13:34:26.348
3778,0.0,2.87,2.681,26.5,1.5,0.045,25.3,119.796,38.6,36.1,0.515,119.796,13:34:27.681
3779,0.0,3.323,2.379,25.0,1.5,0.049,26.8,120.176,38.4,35.5,0.501,120.176,13:34:29.035
3780,0.0,2.266,3.134,25.0,1.5,0.029,26.8,120.252,39.0,35.7,0.493,120.252,13:34:30.362
3781,0.0,2.379,3.096,25.0,1.5,0.01,25.3,120.29,38.6,36.3,0.491,120.29,13:34:31.701
3782,0.0,2.379,2.87,26.5,1.5,0.034,25.3,120.234,38.8,36.1,0.507,120.234,13:34:33.032
3783,0.0,2.53,2.945,26.5,1.5,0.037,25.3,119.889,39.0,35.9,0.479,119.889,13:34:34.356
3784,0.0,3.059,2.832,25.0,1.5,0.026,25.3,119.883,39.0,35.9,0.468,119.883,13:34:35.729
3785,0.0,2.908,2.228,26.5,1.5,0.039,25.3,120.041,39.0,35.7,0.482,120.041,13:34:37.063
3786,0.0,1.661,2.605,25.0,1.5,0.012,25.3,119.87,39.0,36.1,0.507,119.87,13:34:38.402
3787,0.0,2.908,3.134,25.0,1.5,0.01,25.3,119.826,38.8,35.7,0.498,119.826,13:34:39.725
3788,0.0,2.605,2.605,25.0,1.5,0.054,25.3,120.022,39.0,36.3,0.481,120.022,13:34:41.046
3789,0.0,2.266,2.379,25.0,1.5,0.034,26.8,120.048,39.0,36.1,0.497,120.048,13:34:42.378
3790,0.0,2.681,3.398,25.0,1.5,0.029,25.3,119.767,38.8,36.3,0.515,119.767,13:34:43.719
3791,0.0,2.568,2.454,26.5,1.5,0.022,25.3,120.125,39.0,35.7,0.488,120.125,13:34:45.053
3792,0.0,2.53,3.172,25.0,1.5,0.022,25.3,119.813,39.2,36.3,0.463,119.813,13:34:46.395
3793,0.0,2.983,2.492,25.0,1.5,0.06,26.8,119.656,39.0,35.7,0.469,119.656,13:34:47.737
3794,0.0,2.681,1.926,25.0,1.5,0.032,25.3,120.35,38.4,36.3,0.492,120.35,13:34:49.075
3795,0.0,2.681,3.096,26.5,1.5,0.017,25.3,119.228,39.2,36.3,0.503,119.228,13:34:50.416
3796,0.0,3.361,2.719,26.5,1.5,0.042,25.3,119.601,38.8,36.8,0.497,119.601,13:34:51.738
3797,0.0,2.266,3.361,25.0,1.5,0.042,26.8,120.103,39.0,35.9,0.459,120.103,13:34:53.083
3798,0.0,2.983,2.605,25.0,1.5,0.015,25.3,119.485,38.6,36.1,0.493,119.485,13:34:54.430
3799,0.0,3.021,2.87,26.5,1.5,0.026,25.3,119.975,39.0,36.3,0.505,119.975,13:34:55.759
3800,0.0,2.605,3.436,25.0,1.5,0.044,25.3,120.288,38.6,35.9,0.459,120.288,13:34:57.095
3801,0.0,2.001,2.87,25.0,1.5,0.0,25.3,119.844,39.0,36.5,0.46,119.844,13:34:58.419
3802,0.0,3.927,2.341,25.0,1.5,0.039,25.3,119.374,38.8,35.9,0.521,119.374,13:34:59.738
3803,0.0,2.908,2.492,25.0,1.5,0.051,26.8,119.928,39.0,36.1,0.439,119.928,13:35:01.069
3804,0.0,2.152,3.587,25.0,1.5,0.022,26.8,120.036,38.8,36.3,0.511,120.036,13:35:02.392
3805,0.0,2.756,2.756,26.5,1.5,0.06,25.3,120.171,38.8,35.7,0.524,120.171,13:35:03.734
3806,0.0,2.492,2.719,26.5,1.5,0.005,25.3,120.563,39.0,35.7,0.483,120.563,13:35:05.054
3807,0.0,2.115,3.172,25.0,1.5,0.0,25.3,120.348,38.8,36.3,0.483,120.348,13:35:06.399
3808,0.0,2.794,2.945,25.0,1.5,0.027,25.3,119.698,38.6,35.5,0.46,119.698,13:35:07.721
3809,0.0,2.87,3.096,25.0,1.5,0.022,25.3,119.729,39.0,36.3,0.482,119.729,13:35:09.047
3810,0.0,2.115,3.247,26.5,1.5,0.044,25.3,119.954,39.0,36.3,0.486,119.954,13:35:10.414
3811,0.0,4.267,3.474,26.5,1.5,0.111,25.3,118.647,38.6,36.5,0.449,118.647,13:35:11.737
3812,0.0,2.681,2.681,25.0,1.5,0.079,25.3,120.2,38.8,35.7,0.518,120.2,13:35:13.062
3813,0.0,2.341,3.549,25.0,1.5,0.007,25.3,120.399,39.0,35.7,0.481,120.399,13:35:14.386
3814,0.0,2.719,3.361,25.0,1.5,0.044,26.8,120.34,39.0,36.1,0.505,120.34,13:35:15.716
3815,0.0,3.285,2.454,25.0,1.5,0.06,25.3,119.875,39.0,36.3,0.459,119.875,13:35:17.058
3816,0.0,2.605,2.681,25.0,1.5,0.022,25.3,119.523,39.0,36.3,0.482,119.523,13:35:18.383
3817,0.0,2.756,2.228,25.0,1.5,0.042,25.3,120.685,39.0,36.5,0.538,120.685,13:35:19.734
3818,0.0,3.323,2.379,25.0,1.5,0.042,25.3,119.95,38.8,35.9,0.502,119.95,13:35:21.071
3819,0.0,2.077,3.285,25.0,1.5,0.02,26.8,120.019,39.0,35.7,0.507,120.019,13:35:22.391
3820,0.0,2.341,2.379,25.0,1.5,0.046,26.8,122.133,38.8,36.1,0.476,120.519,13:35:23.711
3821,0.0,4.154,2.454,25.1,1.5,0.034,26.8,119.82,39.2,36.3,0.444,119.82,13:35:25.037
3822,0.0,2.115,2.794,26.5,1.5,0.039,25.3,119.393,39.0,36.3,0.487,119.393,13:35:26.399
3823,0.0,2.643,3.436,25.1,1.5,0.089,25.3,119.916,39.5,35.7,0.515,119.916,13:35:27.715
3824,0.0,2.983,2.568,25.1,1.5,0.015,25.3,120.043,39.0,35.9,0.468,120.043,13:35:29.034
3825,0.0,2.492,3.021,25.1,1.5,0.061,25.3,120.154,39.0,36.3,0.453,120.154,13:35:30.369
3826,0.0,2.719,2.53,25.0,1.5,0.068,25.3,119.607,38.4,36.1,0.477,119.607,13:35:31.707
3827,0.0,2.115,2.681,26.5,1.5,0.065,25.3,119.961,38.6,36.5,0.486,119.961,13:35:33.047
3828,0.0,2.454,3.21,25.1,1.5,0.029,25.3,120.159,39.0,36.5,0.529,120.159,13:35:34.389
3829,0.0,2.908,2.832,25.1,1.5,0.07,26.8,120.058,39.0,35.7,0.507,120.058,13:35:35.731
3830,0.0,2.605,2.492,25.1,1.5,0.04,26.8,120.061,38.6,36.1,0.479,120.061,13:35:37.051
3831,0.0,2.152,3.587,25.1,1.5,0.055,25.3,120.118,39.0,36.3,0.448,120.118,13:35:38.378
3832,0.0,3.512,3.285,26.5,1.5,0.01,25.3,119.413,38.8,36.3,0.516,119.413,13:35:39.718
3833,0.0,2.719,2.643,26.5,1.5,0.012,25.3,120.037,39.0,35.9,0.469,120.037,13:35:41.046
3834,0.0,2.039,2.832,25.1,1.5,0.031,26.8,120.227,39.0,36.3,0.505,120.227,13:35:42.395
3835,0.0,2.794,2.53,25.1,1.5,0.005,25.3,120.347,38.8,36.3,0.459,120.347,13:35:43.736
3836,0.0,2.53,3.852,26.5,1.5,0.037,25.3,119.509,39.0,35.9,0.468,119.509,13:35:45.169
3837,0.0,2.719,2.039,25.1,1.5,0.061,25.3,120.418,39.2,36.8,0.459,120.418,13:35:46.506
3838,0.0,3.134,3.21,25.1,1.5,0.017,25.3,119.211,39.0,36.3,0.46,119.211,13:35:47.830
3839,0.0,2.719,3.021,25.1,1.5,0.039,25.3,119.777,38.8,36.5,0.491,119.777,13:35:49.169
3840,0.0,2.228,2.417,26.5,1.5,0.001,25.3,120.346,39.0,36.1,0.493,120.346,13:35:50.530
3841,0.0,2.454,3.738,25.1,1.5,0.055,26.8,120.051,39.0,36.3,0.492,120.051,13:35:51.869
3842,0.0,2.568,2.643,25.1,1.5,0.032,25.3,119.999,38.6,36.3,0.501,119.999,13:35:53.202
3843,0.0,2.341,2.643,25.1,1.5,0.039,25.3,120.189,39.0,36.1,0.481,120.189,13:35:54.532
3844,0.0,2.681,2.87,26.5,1.5,0.039,25.3,120.248,39.2,36.1,0.525,120.248,13:35:55.858
3845,0.0,3.172,2.454,26.5,1.5,0.012,25.3,119.906,39.0,35.7,0.508,119.906,13:35:57.197
3846,0.0,2.53,2.87,26.5,1.5,0.087,25.3,120.015,39.0,36.1,0.454,120.015,13:35:58.586
3847,0.0,2.643,2.87,25.1,1.5,0.067,25.3,120.779,39.0,35.7,0.428,120.779,13:35:59.930
3848,0.0,3.096,2.908,25.1,1.5,0.04,26.8,120.49,39.2,35.7,0.469,120.49,13:36:01.253
3849,0.0,2.605,3.21,25.1,1.5,0.037,25.3,120.038,39.2,36.3,0.511,120.038,13:36:02.597
3850,0.0,2.643,2.643,26.5,1.5,0.054,25.3,119.649,39.2,36.1,0.524,119.649,13:36:03.939
3851,0.0,2.681,3.247,25.1,1.5,0.0,25.3,120.845,38.8,35.7,0.507,120.845,13:36:05.292
3852,0.0,2.832,2.417,25.1,1.5,0.005,26.8,120.463,38.8,36.3,0.513,120.463,13:36:06.629
3853,0.0,2.379,2.832,25.1,1.5,0.027,25.3,119.877,38.8,36.3,0.501,119.877,13:36:07.958
3854,0.0,2.719,3.021,26.5,1.5,0.068,25.3,120.722,38.8,35.9,0.505,119.978,13:36:09.298
3855,0.0,3.021,2.87,25.1,1.5,0.032,25.3,119.898,39.0,36.3,0.492,119.898,13:36:10.641
3856,0.0,2.568,3.059,25.1,1.5,0.098,26.8,119.815,38.8,35.7,0.468,119.815,13:36:11.974
3857,0.0,2.681,2.756,26.5,1.5,0.026,25.3,120.768,39.2,36.1,0.496,120.768,13:36:13.312
3858,0.0,3.172,2.87,26.5,1.5,0.017,25.3,119.394,38.8,35.9,0.524,119.394,13:36:14.654
3859,0.0,3.172,2.756,25.1,1.5,0.021,26.8,121.801,39.0,36.5,0.496,121.801,13:36:15.996
3860,0.0,2.152,2.945,25.1,1.5,0.093,25.3,121.071,39.0,36.8,0.455,121.071,13:36:17.350
3861,0.0,2.908,3.285,25.1,1.5,0.027,25.3,120.18,39.0,36.5,0.533,120.18,13:36:18.693
3862,0.0,2.454,2.454,25.1,1.5,0.026,25.3,120.3,39.0,36.3,0.541,120.3,13:36:20.032
3863,0.0,2.568,3.889,25.1,1.5,0.068,26.8,120.129,39.0,36.1,0.498,120.129,13:36:21.356
3864,0.0,2.568,3.927,26.6,1.5,0.007,25.3,119.902,39.0,36.3,0.496,119.902,13:36:22.712
3865,0.0,3.134,2.568,25.1,1.5,0.046,25.3,119.919,39.2,36.5,0.426,119.919,13:36:24.053
3866,0.0,2.001,2.681,25.1,1.5,0.073,25.3,119.835,39.0,35.9,0.477,119.835,13:36:25.410
3867,0.0,3.549,2.832,26.5,1.5,0.039,25.3,119.723,39.5,36.3,0.508,119.723,13:36:26.755
3868,0.0,3.059,2.983,26.5,1.5,0.029,25.3,119.832,39.7,36.8,0.515,119.832,13:36:28.079
3869,0.0,3.436,3.889,25.1,1.5,0.016,25.3,118.833,39.0,36.3,0.474,118.833,13:36:29.418
3870,0.0,4.191,2.87,25.1,1.5,0.042,26.8,119.536,39.5,36.1,0.497,119.536,13:36:30.742
3871,0.0,2.643,2.53,25.1,1.5,0.039,25.3,120.667,39.0,36.3,0.538,120.667,13:36:32.080
3872,0.0,3.512,2.719,26.5,1.5,0.061,25.3,119.414,39.5,36.8,0.505,119.414,13:36:33.423
3873,0.0,4.305,2.719,25.1,1.5,0.073,25.3,119.527,39.0,36.3,0.482,119.527,13:36:34.760
3874,0.0,3.21,3.021,25.1,1.5,0.073,25.3,120.194,39.2,36.3,0.472,120.194,13:36:36.112
3875,0.0,2.832,3.247,26.5,1.5,0.031,25.3,119.691,39.0,35.9,0.479,119.691,13:36:37.469
3876,0.0,3.549,2.983,25.1,1.5,0.027,25.3,119.603,39.5,36.3,0.531,119.603,13:36:38.811
3877,0.0,2.341,3.285,25.1,1.5,0.056,25.3,120.189,39.0,36.1,0.497,120.189,13:36:40.157
3878,0.0,3.549,2.643,25.1,1.5,0.026,25.3,119.362,39.2,36.8,0.492,119.362,13:36:41.481
3879,0.0,2.87,2.945,26.5,1.5,0.0,25.3,120.852,38.8,36.3,0.487,120.852,13:36:42.813
3880,0.0,2.983,3.172,26.5,1.5,0.026,25.3,119.891,39.0,36.5,0.487,119.891,13:36:44.136
3881,0.0,3.172,2.379,25.1,1.5,0.016,26.8,120.41,39.0,36.8,0.515,120.41,13:36:45.492
3882,0.0,2.228,3.323,26.6,1.5,0.049,25.3,119.744,38.8,35.7,0.53,119.744,13:36:46.834
3883,0.0,3.436,3.172,26.5,1.5,0.0,25.3,119.834,39.2,36.1,0.524,119.834,13:36:48.180
3884,0.0,2.983,2.379,25.1,1.5,0.111,25.3,120.553,39.0,36.3,0.474,120.553,13:36:49.539
